"plotCode","focalOrBenchmark","vegClass","landCover"
"Plot65","f","W11","Stratum-W11-1"
"Plot61","f","W11","Stratum-W11-1"
"Plot85","f","W11","Stratum-W11-2"
"Plot72","f","W11","Stratum-W11-1"
"Plot70","f","W11","Stratum-W11-1"
"Plot66","f","W11","Stratum-W11-1"
"Plot67","f","W11","Stratum-W11-1"
"Plot93","f","W11","Stratum-W11-2"
"PlotBm120","b","W11","W11"
"Plot68","f","W11","Stratum-W11-1"
"Plot69","f","W11","Stratum-W11-1"
"Plot62","f","W11","Stratum-W11-1"
"Plot87","f","W11","Stratum-W11-2"
"Plot64","f","W11","Stratum-W11-1"
"PlotBm113","b","W11","W11"
"PlotBm114","b","W11","W11"
"PlotBm115","b","W11","W11"
"PlotBm116","b","W11","W11"
"Plot71","f","W11","Stratum-W11-1"
"PlotBm118","b","W11","W11"
"PlotBm119","b","W11","W11"
"Plot63","f","W11","Stratum-W11-1"
"PlotBm117","b","W11","W11"
"Plot307","f","W12","Stratum-W12-1"
"PlotBm39","b","W12","W12"
"Plot311","f","W12","Stratum-W12-1"
"Plot312","f","W12","Stratum-W12-1"
"Plot310","f","W12","Stratum-W12-1"
"Plot309","f","W12","Stratum-W12-1"
"Plot301","f","W12","Stratum-W12-1"
"Plot302","f","W12","Stratum-W12-1"
"Plot308","f","W12","Stratum-W12-1"
"Plot305","f","W12","Stratum-W12-1"
"Plot306","f","W12","Stratum-W12-1"
"PlotBm48","b","W12","W12"
"PlotBm37","b","W12","W12"
"PlotBm38","b","W12","W12"
"PlotBm43","b","W12","W12"
"PlotBm40","b","W12","W12"
"PlotBm41","b","W12","W12"
"PlotBm42","b","W12","W12"
"Plot304","f","W12","Stratum-W12-1"
"PlotBm44","b","W12","W12"
"PlotBm45","b","W12","W12"
"Plot303","f","W12","Stratum-W12-1"
"PlotBm47","b","W12","W12"
"PlotBm46","b","W12","W12"
"Plot352","f","W16","Stratum-W16-1"
"Plot349","f","W16","Stratum-W16-1"
"Plot350","f","W16","Stratum-W16-1"
"Plot351","f","W16","Stratum-W16-1"
"PlotBm145","b","W16","W16"
"Plot354","f","W16","Stratum-W16-1"
"PlotBm137","b","W16","W16"
"PlotBm144","b","W16","W16"
"PlotBm135","b","W16","W16"
"PlotBm140","b","W16","W16"
"PlotBm138","b","W16","W16"
"PlotBm134","b","W16","W16"
"Plot360","f","W16","Stratum-W16-1"
"PlotBm141","b","W16","W16"
"Plot353","f","W16","Stratum-W16-1"
"PlotBm142","b","W16","W16"
"PlotBm143","b","W16","W16"
"Plot356","f","W16","Stratum-W16-1"
"Plot357","f","W16","Stratum-W16-1"
"PlotBm136","b","W16","W16"
"Plot355","f","W16","Stratum-W16-1"
"Plot359","f","W16","Stratum-W16-1"
"Plot358","f","W16","Stratum-W16-1"
"PlotBm139","b","W16","W16"
"PlotBm103","b","W17","W17"
"PlotBm106","b","W17","W17"
"PlotBm102","b","W17","W17"
"Plot138","f","W17","Stratum-W17-1"
"PlotBm104","b","W17","W17"
"PlotBm101","b","W17","W17"
"Plot142","f","W17","Stratum-W17-1"
"Plot143","f","W17","Stratum-W17-1"
"PlotBm108","b","W17","W17"
"PlotBm105","b","W17","W17"
"Plot136","f","W17","Stratum-W17-1"
"Plot133","f","W17","Stratum-W17-1"
"Plot134","f","W17","Stratum-W17-1"
"Plot144","f","W17","Stratum-W17-1"
"Plot140","f","W17","Stratum-W17-1"
"Plot137","f","W17","Stratum-W17-1"
"PlotBm98","b","W17","W17"
"Plot139","f","W17","Stratum-W17-1"
"Plot141","f","W17","Stratum-W17-1"
"PlotBm97","b","W17","W17"
"PlotBm107","b","W17","W17"
"Plot135","f","W17","Stratum-W17-1"
"PlotBm100","b","W17","W17"
"PlotBm99","b","W17","W17"
"PlotBm52","b","W18","W18"
"PlotBm56","b","W18","W18"
"PlotBm58","b","W18","W18"
"PlotBm55","b","W18","W18"
"PlotBm51","b","W18","W18"
"Plot332","f","W18","Stratum-W18-1"
"PlotBm53","b","W18","W18"
"PlotBm50","b","W18","W18"
"Plot325","f","W18","Stratum-W18-1"
"Plot326","f","W18","Stratum-W18-1"
"PlotBm57","b","W18","W18"
"PlotBm54","b","W18","W18"
"PlotBm59","b","W18","W18"
"PlotBm60","b","W18","W18"
"Plot327","f","W18","Stratum-W18-1"
"Plot334","f","W18","Stratum-W18-1"
"PlotBm49","b","W18","W18"
"Plot331","f","W18","Stratum-W18-1"
"Plot335","f","W18","Stratum-W18-1"
"Plot333","f","W18","Stratum-W18-1"
"Plot336","f","W18","Stratum-W18-1"
"Plot329","f","W18","Stratum-W18-1"
"Plot330","f","W18","Stratum-W18-1"
"Plot328","f","W18","Stratum-W18-1"
"Plot186","f","W2","Stratum-W2-1"
"Plot184","f","W2","Stratum-W2-1"
"PlotBm13","b","W2","W2"
"PlotBm21","b","W2","W2"
"Plot191","f","W2","Stratum-W2-1"
"Plot188","f","W2","Stratum-W2-1"
"Plot185","f","W2","Stratum-W2-1"
"PlotBm24","b","W2","W2"
"Plot182","f","W2","Stratum-W2-1"
"PlotBm14","b","W2","W2"
"PlotBm15","b","W2","W2"
"PlotBm16","b","W2","W2"
"PlotBm17","b","W2","W2"
"PlotBm18","b","W2","W2"
"PlotBm19","b","W2","W2"
"Plot189","f","W2","Stratum-W2-1"
"Plot190","f","W2","Stratum-W2-1"
"Plot192","f","W2","Stratum-W2-1"
"PlotBm22","b","W2","W2"
"PlotBm23","b","W2","W2"
"Plot183","f","W2","Stratum-W2-1"
"Plot181","f","W2","Stratum-W2-1"
"Plot187","f","W2","Stratum-W2-1"
"PlotBm20","b","W2","W2"
"Plot167","f","W21","Stratum-W21-1"
"PlotBm10","b","W21","W21"
"PlotBm11","b","W21","W21"
"PlotBm12","b","W21","W21"
"PlotBm9","b","W21","W21"
"PlotBm1","b","W21","W21"
"PlotBm2","b","W21","W21"
"PlotBm3","b","W21","W21"
"PlotBm4","b","W21","W21"
"PlotBm5","b","W21","W21"
"PlotBm6","b","W21","W21"
"PlotBm7","b","W21","W21"
"PlotBm8","b","W21","W21"
"Plot157","f","W21","Stratum-W21-1"
"Plot160","f","W21","Stratum-W21-1"
"Plot161","f","W21","Stratum-W21-1"
"Plot158","f","W21","Stratum-W21-1"
"Plot159","f","W21","Stratum-W21-1"
"Plot164","f","W21","Stratum-W21-1"
"Plot165","f","W21","Stratum-W21-1"
"Plot162","f","W21","Stratum-W21-1"
"Plot163","f","W21","Stratum-W21-1"
"Plot168","f","W21","Stratum-W21-1"
"Plot166","f","W21","Stratum-W21-1"
