"stem_id","plotCode","focalOrBenchmark","landCover","vegClass","subplot","ind","ind_id","stratum","species","dbh_cm","ba_m2"
105,"PlotBm111","b","W11","W11","2",5,"PlotBm111_5","Stems >=10 cm DBH","Quercus pubescens",30,0.07068583470577035
101,"PlotBm111","b","W11","W11","1",1,"PlotBm111_1","Stems >=10 cm DBH","Carpinus orientalis",17,0.022698006922186254
110,"PlotBm111","b","W11","W11","3",10,"PlotBm111_10","Stems >=10 cm DBH","Quercus pubescens",16,0.020106192982974676
109,"PlotBm111","b","W11","W11","2",9,"PlotBm111_9","Stems >=10 cm DBH","Quercus pubescens",22,0.0380132711084365
112,"PlotBm111","b","W11","W11","3",12,"PlotBm111_12","Stems >=10 cm DBH","Quercus pubescens",28,0.061575216010359944
113,"PlotBm111","b","W11","W11","3",13,"PlotBm111_13","Stems >=10 cm DBH","Quercus pubescens",19,0.02835287369864788
114,"PlotBm111","b","W11","W11","3",14,"PlotBm111_14","Stems >=10 cm DBH","Quercus pubescens",37,0.10752100856911068
111,"PlotBm111","b","W11","W11","3",11,"PlotBm111_11","Stems >=10 cm DBH","Quercus pubescens",24,0.04523893421169302
117,"PlotBm112","b","W11","W11","1",2,"PlotBm112_2","Stems >=10 cm DBH","Quercus petraea",22,0.0380132711084365
119,"PlotBm112","b","W11","W11","1",4,"PlotBm112_4","Stems >=10 cm DBH","Quercus petraea",20,0.031415926535897934
116,"PlotBm112","b","W11","W11","1",1,"PlotBm112_1","Stems >=10 cm DBH","Quercus petraea",20,0.031415926535897934
121,"PlotBm112","b","W11","W11","1",6,"PlotBm112_6","Stems >=10 cm DBH","Quercus petraea",19,0.02835287369864788
118,"PlotBm112","b","W11","W11","1",3,"PlotBm112_3","Stems >=10 cm DBH","Quercus petraea",28,0.061575216010359944
123,"PlotBm112","b","W11","W11","1",8,"PlotBm112_8","Stems >=10 cm DBH","Quercus petraea",17,0.022698006922186254
120,"PlotBm112","b","W11","W11","1",5,"PlotBm112_5","Stems >=10 cm DBH","Quercus petraea",19,0.02835287369864788
129,"PlotBm112","b","W11","W11","2",14,"PlotBm112_14","Stems >=10 cm DBH","Quercus petraea",14,0.015393804002589986
122,"PlotBm112","b","W11","W11","1",7,"PlotBm112_7","Stems >=10 cm DBH","Quercus petraea",18,0.025446900494077322
131,"PlotBm112","b","W11","W11","2",16,"PlotBm112_16","Stems >=10 cm DBH","Quercus petraea",16,0.020106192982974676
132,"PlotBm112","b","W11","W11","2",17,"PlotBm112_17","Stems >=10 cm DBH","Quercus petraea",18,0.025446900494077322
133,"PlotBm112","b","W11","W11","2",18,"PlotBm112_18","Stems >=10 cm DBH","Quercus petraea",13,0.013273228961416876
130,"PlotBm112","b","W11","W11","2",15,"PlotBm112_15","Stems >=10 cm DBH","Quercus petraea",13,0.013273228961416876
145,"PlotBm112","b","W11","W11","3",30,"PlotBm112_30","Stems >=10 cm DBH","Quercus petraea",14,0.015393804002589986
127,"PlotBm112","b","W11","W11","1",12,"PlotBm112_12","Stems 2.5-10 cm DBH","Quercus petraea",8,0.005026548245743669
124,"PlotBm112","b","W11","W11","1",9,"PlotBm112_9","Stems >=10 cm DBH","Quercus petraea",23,0.04154756284372501
146,"PlotBm112","b","W11","W11","3",31,"PlotBm112_31","Stems >=10 cm DBH","Quercus petraea",37,0.10752100856911068
126,"PlotBm112","b","W11","W11","1",11,"PlotBm112_11","Stems >=10 cm DBH","Quercus petraea",14,0.015393804002589986
141,"PlotBm112","b","W11","W11","3",26,"PlotBm112_26","Stems >=10 cm DBH","Quercus petraea",22,0.0380132711084365
128,"PlotBm112","b","W11","W11","2",13,"PlotBm112_13","Stems >=10 cm DBH","Quercus petraea",17,0.022698006922186254
139,"PlotBm112","b","W11","W11","3",24,"PlotBm112_24","Stems >=10 cm DBH","Quercus petraea",12,0.011309733552923255
140,"PlotBm112","b","W11","W11","3",25,"PlotBm112_25","Stems >=10 cm DBH","Quercus petraea",11,0.009503317777109124
136,"PlotBm112","b","W11","W11","3",21,"PlotBm112_21","Stems >=10 cm DBH","Quercus petraea",13,0.013273228961416876
142,"PlotBm112","b","W11","W11","3",27,"PlotBm112_27","Stems >=10 cm DBH","Quercus petraea",22,0.0380132711084365
143,"PlotBm112","b","W11","W11","3",28,"PlotBm112_28","Stems >=10 cm DBH","Quercus petraea",53,0.22061834409834324
144,"PlotBm112","b","W11","W11","3",29,"PlotBm112_29","Stems >=10 cm DBH","Quercus petraea",28,0.061575216010359944
137,"PlotBm112","b","W11","W11","3",22,"PlotBm112_22","Stems >=10 cm DBH","Quercus petraea",13,0.013273228961416876
134,"PlotBm112","b","W11","W11","2",19,"PlotBm112_19","Stems >=10 cm DBH","Quercus petraea",12,0.011309733552923255
125,"PlotBm112","b","W11","W11","1",10,"PlotBm112_10","Stems >=10 cm DBH","Quercus petraea",10,0.007853981633974483
138,"PlotBm112","b","W11","W11","3",23,"PlotBm112_23","Stems >=10 cm DBH","Quercus petraea",14,0.015393804002589986
135,"PlotBm112","b","W11","W11","2",20,"PlotBm112_20","Stems >=10 cm DBH","Quercus petraea",13,0.013273228961416876
149,"PlotBm113","b","W11","W11","1",3,"PlotBm113_3","Stems >=10 cm DBH","Quercus petraea",10,0.007853981633974483
148,"PlotBm113","b","W11","W11","1",2,"PlotBm113_2","Stems >=10 cm DBH","Quercus petraea",20,0.031415926535897934
162,"PlotBm113","b","W11","W11","2",16,"PlotBm113_16","Stems >=10 cm DBH","Quercus petraea",21,0.03463605900582747
156,"PlotBm113","b","W11","W11","2",10,"PlotBm113_10","Stems >=10 cm DBH","Quercus petraea",11,0.009503317777109124
157,"PlotBm113","b","W11","W11","2",11,"PlotBm113_11","Stems >=10 cm DBH","Quercus petraea",13,0.013273228961416876
158,"PlotBm113","b","W11","W11","2",12,"PlotBm113_12","Stems >=10 cm DBH","Quercus petraea",11,0.009503317777109124
155,"PlotBm113","b","W11","W11","1",9,"PlotBm113_9","Stems >=10 cm DBH","Quercus petraea",14,0.015393804002589986
160,"PlotBm113","b","W11","W11","2",14,"PlotBm113_14","Stems >=10 cm DBH","Quercus petraea",29,0.0660519855417254
161,"PlotBm113","b","W11","W11","2",15,"PlotBm113_15","Stems >=10 cm DBH","Quercus petraea",14,0.015393804002589986
147,"PlotBm113","b","W11","W11","1",1,"PlotBm113_1","Stems >=10 cm DBH","Quercus petraea",10,0.007853981633974483
159,"PlotBm113","b","W11","W11","2",13,"PlotBm113_13","Stems >=10 cm DBH","Quercus petraea",19,0.02835287369864788
164,"PlotBm113","b","W11","W11","2",18,"PlotBm113_18","Stems >=10 cm DBH","Quercus petraea",27,0.05725552611167398
165,"PlotBm113","b","W11","W11","3",19,"PlotBm113_19","Stems >=10 cm DBH","Quercus petraea",13,0.013273228961416876
166,"PlotBm113","b","W11","W11","3",20,"PlotBm113_20","Stems >=10 cm DBH","Quercus petraea",24,0.04523893421169302
163,"PlotBm113","b","W11","W11","2",17,"PlotBm113_17","Stems >=10 cm DBH","Quercus petraea",25,0.04908738521234052
168,"PlotBm113","b","W11","W11","3",22,"PlotBm113_22","Stems >=10 cm DBH","Quercus petraea",39,0.11945906065275187
169,"PlotBm113","b","W11","W11","3",23,"PlotBm113_23","Stems >=10 cm DBH","Quercus petraea",16,0.020106192982974676
170,"PlotBm113","b","W11","W11","3",24,"PlotBm113_24","Stems >=10 cm DBH","Quercus petraea",11,0.009503317777109124
171,"PlotBm113","b","W11","W11","3",25,"PlotBm113_25","Stems >=10 cm DBH","Quercus petraea",18,0.025446900494077322
172,"PlotBm113","b","W11","W11","3",26,"PlotBm113_26","Stems >=10 cm DBH","Quercus petraea",11,0.009503317777109124
173,"PlotBm113","b","W11","W11","3",27,"PlotBm113_27","Stems >=10 cm DBH","Quercus petraea",11,0.009503317777109124
150,"PlotBm113","b","W11","W11","1",4,"PlotBm113_4","Stems >=10 cm DBH","Quercus petraea",22,0.0380132711084365
151,"PlotBm113","b","W11","W11","1",5,"PlotBm113_5","Stems >=10 cm DBH","Quercus petraea",21,0.03463605900582747
1603,"PlotBm113","b","W11","W11","1",9,"PlotBm113_9","Stems >=10 cm DBH","Quercus petraea",26,0.053092915845667506
1604,"PlotBm113","b","W11","W11","2",13,"PlotBm113_13","Stems >=10 cm DBH","Quercus petraea",22,0.0380132711084365
154,"PlotBm113","b","W11","W11","1",8,"PlotBm113_8","Stems >=10 cm DBH","Quercus petraea",14,0.015393804002589986
1853,"PlotBm113","b","W11","W11","2",13,"PlotBm113_13","Stems >=10 cm DBH","Quercus petraea",23,0.04154756284372501
167,"PlotBm113","b","W11","W11","3",21,"PlotBm113_21","Stems >=10 cm DBH","Quercus petraea",26,0.053092915845667506
153,"PlotBm113","b","W11","W11","1",7,"PlotBm113_7","Stems >=10 cm DBH","Quercus petraea",23,0.04154756284372501
1605,"PlotBm113","b","W11","W11","3",25,"PlotBm113_25","Stems >=10 cm DBH","Quercus petraea",21,0.03463605900582747
1854,"PlotBm113","b","W11","W11","3",25,"PlotBm113_25","Stems >=10 cm DBH","Quercus petraea",13,0.013273228961416876
152,"PlotBm113","b","W11","W11","1",6,"PlotBm113_6","Stems >=10 cm DBH","Quercus petraea",18,0.025446900494077322
175,"PlotBm114","b","W11","W11","1",2,"PlotBm114_2","Stems >=10 cm DBH","Quercus petraea",17,0.022698006922186254
174,"PlotBm114","b","W11","W11","1",1,"PlotBm114_1","Stems >=10 cm DBH","Quercus petraea",16,0.020106192982974676
186,"PlotBm114","b","W11","W11","3",13,"PlotBm114_13","Stems >=10 cm DBH","Quercus petraea",26,0.053092915845667506
187,"PlotBm114","b","W11","W11","3",14,"PlotBm114_14","Stems >=10 cm DBH","Quercus petraea",29,0.0660519855417254
184,"PlotBm114","b","W11","W11","2",11,"PlotBm114_11","Stems >=10 cm DBH","Quercus petraea",12,0.011309733552923255
185,"PlotBm114","b","W11","W11","2",12,"PlotBm114_12","Stems >=10 cm DBH","Quercus petraea",15,0.017671458676442587
177,"PlotBm114","b","W11","W11","1",4,"PlotBm114_4","Stems >=10 cm DBH","Quercus petraea",18,0.025446900494077322
178,"PlotBm114","b","W11","W11","1",5,"PlotBm114_5","Stems >=10 cm DBH","Quercus petraea",14,0.015393804002589986
188,"PlotBm114","b","W11","W11","3",15,"PlotBm114_15","Stems >=10 cm DBH","Quercus petraea",16,0.020106192982974676
176,"PlotBm114","b","W11","W11","1",3,"PlotBm114_3","Stems >=10 cm DBH","Quercus petraea",21,0.03463605900582747
181,"PlotBm114","b","W11","W11","2",8,"PlotBm114_8","Stems >=10 cm DBH","Quercus petraea",32,0.0804247719318987
182,"PlotBm114","b","W11","W11","2",9,"PlotBm114_9","Stems >=10 cm DBH","Quercus petraea",17,0.022698006922186254
183,"PlotBm114","b","W11","W11","2",10,"PlotBm114_10","Stems >=10 cm DBH","Quercus petraea",19,0.02835287369864788
180,"PlotBm114","b","W11","W11","2",7,"PlotBm114_7","Stems >=10 cm DBH","Quercus petraea",15,0.017671458676442587
189,"PlotBm114","b","W11","W11","3",16,"PlotBm114_16","Stems >=10 cm DBH","Quercus petraea",19,0.02835287369864788
