"plotCode","focalOrBenchmark","landCover","vegClass","species","cover"
"PlotOff16","f","Stratum-Off-W11-3","W11","Pinus nigra",0.0025
"PlotOff16","f","Stratum-Off-W11-3","W11","Plantago holosteum",0.0015
"PlotOff16","f","Stratum-Off-W11-3","W11","Poa bulbosa",0.09625
"PlotOff16","f","Stratum-Off-W11-3","W11","Sanguisorba minor",2.5e-4
"PlotOff16","f","Stratum-Off-W11-3","W11","Teucrium chamaedrys",0.01
"PlotOff16","f","Stratum-Off-W11-3","W11","Thymus sibthorpii",0.00875
"PlotOff16","f","Stratum-Off-W11-3","W11","Trifolium angustifolium",0.00125
"PlotOff16","f","Stratum-Off-W11-3","W11","Trifolium arvense",0.003
"PlotOff16","f","Stratum-Off-W11-3","W11","Trifolium campestre",0.01
"PlotOff16","f","Stratum-Off-W11-3","W11","Trifolium scabrum",0.0025
"PlotOff16","f","Stratum-Off-W11-3","W11","Vulpia ciliata",0.00775
"PlotOff17","f","Stratum-Off-W11-3","W11","Genista carinalis",0.0175
"PlotOff17","f","Stratum-Off-W11-3","W11","Juniperus oxycedrus",0.44625
"PlotOff17","f","Stratum-Off-W11-3","W11","Pinus nigra",0.03
"PlotOff17","f","Stratum-Off-W11-3","W11","Poa bulbosa",0.00125
"PlotOff17","f","Stratum-Off-W11-3","W11","Pteridium aquilinum",0.02375
"PlotOff17","f","Stratum-Off-W11-3","W11","Quercus",0.03
"PlotOff17","f","Stratum-Off-W11-3","W11","Rosa canina",2.5e-4
"PlotOff17","f","Stratum-Off-W11-3","W11","Teucrium chamaedrys",2.5e-4
"PlotOff18","f","Stratum-Off-W11-3","W11","Achillea coarctata",0.0015
"PlotOff18","f","Stratum-Off-W11-3","W11","Aira elegans",0.01
"PlotOff18","f","Stratum-Off-W11-3","W11","Anthoxanthum odoratum",0.0015
"PlotOff18","f","Stratum-Off-W11-3","W11","Centaurea affinis",0.00125
"PlotOff18","f","Stratum-Off-W11-3","W11","Cynosurus echinatus",0.0015
"PlotOff18","f","Stratum-Off-W11-3","W11","Dianthus cruentus",2.5e-4
"PlotOff18","f","Stratum-Off-W11-3","W11","Galium sp.",5e-4
"PlotOff18","f","Stratum-Off-W11-3","W11","Juniperus oxycedrus",0.22625
"PlotOff18","f","Stratum-Off-W11-3","W11","Linum corymbulosum",2.5e-4
"PlotOff18","f","Stratum-Off-W11-3","W11","Petrorhagia dubia",5e-4
"PlotOff18","f","Stratum-Off-W11-3","W11","Pinus nigra",0.015
"PlotOff18","f","Stratum-Off-W11-3","W11","Poa bulbosa",0.04375
"PlotOff18","f","Stratum-Off-W11-3","W11","Rosa canina",0.0025
"PlotOff18","f","Stratum-Off-W11-3","W11","Sanguisorba minor",2.5e-4
"PlotOff18","f","Stratum-Off-W11-3","W11","Teucrium chamaedrys",0.05125
"PlotOff18","f","Stratum-Off-W11-3","W11","Thymus sibthorpii",0.00125
"PlotOff18","f","Stratum-Off-W11-3","W11","Trifolium arvense",0.0030000000000000005
"PlotOff18","f","Stratum-Off-W11-3","W11","Trifolium campestre",0.0025
"PlotOff19","f","Stratum-Off-W11-3","W11","Achillea coarctata",7.500000000000001e-4
"PlotOff19","f","Stratum-Off-W11-3","W11","Aira elegans",0.004
"PlotOff19","f","Stratum-Off-W11-3","W11","Anthoxanthum odoratum",5e-4
"PlotOff19","f","Stratum-Off-W11-3","W11","Bromus squarrosus",2.5e-4
"PlotOff19","f","Stratum-Off-W11-3","W11","Cynosurus echinatus",0.00125
"PlotOff19","f","Stratum-Off-W11-3","W11","Dactylis glomerata",0.0025
"PlotOff19","f","Stratum-Off-W11-3","W11","Genista carinalis",0.0425
"PlotOff19","f","Stratum-Off-W11-3","W11","Jasione heldreichii",5e-4
"PlotOff19","f","Stratum-Off-W11-3","W11","Juniperus oxycedrus",0.11
"PlotOff19","f","Stratum-Off-W11-3","W11","Petrorhagia dubia",2.5e-4
"PlotOff19","f","Stratum-Off-W11-3","W11","Pinus nigra",0.03
"PlotOff19","f","Stratum-Off-W11-3","W11","Poa bulbosa",0.06875
"PlotOff19","f","Stratum-Off-W11-3","W11","Rosa canina",0.0025
"PlotOff19","f","Stratum-Off-W11-3","W11","Sanguisorba minor",0.00125
"PlotOff19","f","Stratum-Off-W11-3","W11","Teucrium chamaedrys",0.03
"PlotOff19","f","Stratum-Off-W11-3","W11","Thymus sibthorpii",0.00875
"PlotOff19","f","Stratum-Off-W11-3","W11","Trifolium arvense",0.009250000000000001
"PlotOff19","f","Stratum-Off-W11-3","W11","Trifolium campestre",0.00775
"PlotOff2","f","Stratum-Off-W2-3","W2","Anagallis arvensis",0.003
"PlotOff2","f","Stratum-Off-W2-3","W2","Bromus squarrosus",0.0015
"PlotOff2","f","Stratum-Off-W2-3","W2","Chrysopogon gryllus",0.02875
"PlotOff2","f","Stratum-Off-W2-3","W2","Crepis sp.",0.0015
"PlotOff2","f","Stratum-Off-W2-3","W2","Cupressus sempervirens",0.085
"PlotOff2","f","Stratum-Off-W2-3","W2","Cynosurus echinatus",0.00775
"PlotOff2","f","Stratum-Off-W2-3","W2","Dactylis glomerata",2.5e-4
"PlotOff2","f","Stratum-Off-W2-3","W2","Dasypyrum villosum",0.008
"PlotOff2","f","Stratum-Off-W2-3","W2","Daucus carota",0.00375
"PlotOff2","f","Stratum-Off-W2-3","W2","Medicago truncatula",0.00125
"PlotOff2","f","Stratum-Off-W2-3","W2","Ononis spinosa",0.0225
"PlotOff2","f","Stratum-Off-W2-3","W2","Plantago lanceolata",0.0025
"PlotOff2","f","Stratum-Off-W2-3","W2","Polygala nicaeensis",2.5e-4
"PlotOff2","f","Stratum-Off-W2-3","W2","Sanguisorba minor",0.0825
"PlotOff2","f","Stratum-Off-W2-3","W2","Sherhardia arvensis",5e-4
"PlotOff2","f","Stratum-Off-W2-3","W2","Silene sp.",0.0025
"PlotOff2","f","Stratum-Off-W2-3","W2","Solanum elaeagnifolium",2.5e-4
"PlotOff2","f","Stratum-Off-W2-3","W2","Sonchus asper",2.5e-4
"PlotOff2","f","Stratum-Off-W2-3","W2","Taeniatherum caput-medusae",0.00125
"PlotOff2","f","Stratum-Off-W2-3","W2","Teucrium chamaedrys",2.5e-4
"PlotOff2","f","Stratum-Off-W2-3","W2","Teucrium polium",0.00125
"PlotOff2","f","Stratum-Off-W2-3","W2","Trifolium angustifolium",2.5e-4
"PlotOff2","f","Stratum-Off-W2-3","W2","Trifolium arvense",0.00125
"PlotOff2","f","Stratum-Off-W2-3","W2","Trifolium campestre",0.0025
"PlotOff20","f","Stratum-Off-W11-3","W11","Aira elegans",0.005
"PlotOff20","f","Stratum-Off-W11-3","W11","Anthoxanthum odoratum",0.0225
"PlotOff20","f","Stratum-Off-W11-3","W11","Eryngium campestre",0.00125
"PlotOff20","f","Stratum-Off-W11-3","W11","Jasione heldreichii",2.5e-4
"PlotOff20","f","Stratum-Off-W11-3","W11","Juniperus oxycedrus",0.094
"PlotOff20","f","Stratum-Off-W11-3","W11","Linum corymbulosum",2.5e-4
"PlotOff20","f","Stratum-Off-W11-3","W11","Petrorhagia dubia",2.5e-4
"PlotOff20","f","Stratum-Off-W11-3","W11","Pinus nigra",0.015
"PlotOff20","f","Stratum-Off-W11-3","W11","Poa bulbosa",0.0027500000000000003
"PlotOff20","f","Stratum-Off-W11-3","W11","Teucrium chamaedrys",0.004
"PlotOff20","f","Stratum-Off-W11-3","W11","Thymus sibthorpii",0.015
"PlotOff20","f","Stratum-Off-W11-3","W11","Trifolium angustifolium",0.0015
"PlotOff20","f","Stratum-Off-W11-3","W11","Trifolium arvense",0.024
"PlotOff20","f","Stratum-Off-W11-3","W11","Trifolium campestre",0.010249999999999999
"PlotOff20","f","Stratum-Off-W11-3","W11","Trifolium scabrum",0.0475
"PlotOff20","f","Stratum-Off-W11-3","W11","Vulpia ciliata",0.00125
"PlotOff21","f","Stratum-Off-W11-3","W11","Aira elegans",0.00775
"PlotOff21","f","Stratum-Off-W11-3","W11","Anthoxanthum odoratum",5e-4
"PlotOff21","f","Stratum-Off-W11-3","W11","Bellardia latifolia",2.5e-4
"PlotOff21","f","Stratum-Off-W11-3","W11","Linum corymbulosum",0.00825
"PlotOff21","f","Stratum-Off-W11-3","W11","Petrorhagia dubia",0.0075
"PlotOff21","f","Stratum-Off-W11-3","W11","Pinus nigra",0.02125
"PlotOff21","f","Stratum-Off-W11-3","W11","Poa bulbosa",0.155
"PlotOff21","f","Stratum-Off-W11-3","W11","Rumex acetosella",0.00125
"PlotOff21","f","Stratum-Off-W11-3","W11","Thymus sibthorpii",0.025
"PlotOff21","f","Stratum-Off-W11-3","W11","Trifolium arvense",0.009250000000000001
"PlotOff21","f","Stratum-Off-W11-3","W11","Trifolium campestre",0.0075
"PlotOff21","f","Stratum-Off-W11-3","W11","Trifolium scabrum",0.00125
"PlotOff22","f","Stratum-Off-W11-3","W11","Achillea coarctata",5e-4
"PlotOff22","f","Stratum-Off-W11-3","W11","Aira elegans",0.0025
"PlotOff22","f","Stratum-Off-W11-3","W11","Anthoxanthum odoratum",0.00775
"PlotOff22","f","Stratum-Off-W11-3","W11","Chondrilla juncea",5e-4
"PlotOff22","f","Stratum-Off-W11-3","W11","Crepis neglecta",0.0015
"PlotOff22","f","Stratum-Off-W11-3","W11","Crupina vulgaris",0.0075
"PlotOff22","f","Stratum-Off-W11-3","W11","Cynosurus echinatus",0.01525
"PlotOff22","f","Stratum-Off-W11-3","W11","Daucus carota",0.0025
"PlotOff22","f","Stratum-Off-W11-3","W11","Eryngium campestre",0.0027500000000000003
"PlotOff22","f","Stratum-Off-W11-3","W11","Juniperus oxycedrus",0.0025
"PlotOff22","f","Stratum-Off-W11-3","W11","Linum corymbulosum",2.5e-4
"PlotOff22","f","Stratum-Off-W11-3","W11","Petrorhagia dubia",0.0015
"PlotOff22","f","Stratum-Off-W11-3","W11","Pinus nigra",0.0175
"PlotOff22","f","Stratum-Off-W11-3","W11","Poa bulbosa",0.07125
"PlotOff22","f","Stratum-Off-W11-3","W11","Pteridium aquilinum",0.0225
"PlotOff22","f","Stratum-Off-W11-3","W11","Rubus canescens",0.0025
"PlotOff22","f","Stratum-Off-W11-3","W11","Sanguisorba minor",5e-4
"PlotOff22","f","Stratum-Off-W11-3","W11","Teucrium chamaedrys",0.015
"PlotOff22","f","Stratum-Off-W11-3","W11","Thymus sibthorpii",0.0175
"PlotOff22","f","Stratum-Off-W11-3","W11","Trifolium arvense",0.008
"PlotOff22","f","Stratum-Off-W11-3","W11","Trifolium campestre",0.005
"PlotOff22","f","Stratum-Off-W11-3","W11","Trifolium scabrum",0.004
"PlotOff22","f","Stratum-Off-W11-3","W11","Vulpia ciliata",0.00775
"PlotOff23","f","Stratum-Off-W11-3","W11","Aira elegans",0.010249999999999999
"PlotOff23","f","Stratum-Off-W11-3","W11","Anthoxanthum odoratum",0.04375
"PlotOff23","f","Stratum-Off-W11-3","W11","Genista carinalis",0.10125
"PlotOff23","f","Stratum-Off-W11-3","W11","Hypericum perforatum",2.5e-4
"PlotOff23","f","Stratum-Off-W11-3","W11","Juniperus oxycedrus",0.00125
"PlotOff23","f","Stratum-Off-W11-3","W11","Linum corymbulosum",0.0017499999999999998
"PlotOff23","f","Stratum-Off-W11-3","W11","Petrorhagia dubia",5e-4
"PlotOff23","f","Stratum-Off-W11-3","W11","Pinus nigra",0.15625
"PlotOff23","f","Stratum-Off-W11-3","W11","Poa bulbosa",0.015
"PlotOff23","f","Stratum-Off-W11-3","W11","Thymus sibthorpii",0.03125
"PlotOff23","f","Stratum-Off-W11-3","W11","Trifolium angustifolium",0.015
"PlotOff23","f","Stratum-Off-W11-3","W11","Trifolium arvense",0.01125
"PlotOff23","f","Stratum-Off-W11-3","W11","Trifolium scabrum",0.07125
"PlotOff24","f","Stratum-Off-W11-3","W11","Aira elegans",0.00125
"PlotOff24","f","Stratum-Off-W11-3","W11","Anthoxanthum odoratum",0.00825
"PlotOff24","f","Stratum-Off-W11-3","W11","Genista carinalis",0.03625
"PlotOff24","f","Stratum-Off-W11-3","W11","Jasione heldreichii",2.5e-4
"PlotOff24","f","Stratum-Off-W11-3","W11","Juniperus oxycedrus",0.1775
"PlotOff24","f","Stratum-Off-W11-3","W11","Linum corymbulosum",0.0015
"PlotOff24","f","Stratum-Off-W11-3","W11","Pinus nigra",0.015
"PlotOff24","f","Stratum-Off-W11-3","W11","Poa bulbosa",0.00125
"PlotOff24","f","Stratum-Off-W11-3","W11","Pteridium aquilinum",0.00125
"PlotOff24","f","Stratum-Off-W11-3","W11","Rumex acetosella",0.00125
"PlotOff24","f","Stratum-Off-W11-3","W11","Scabiosa ochroleuca",5e-4
"PlotOff24","f","Stratum-Off-W11-3","W11","Thymus sibthorpii",0.00375
"PlotOff25","f","Stratum-Off-W2-4","W2","Aira elegans",2.5e-4
"PlotOff25","f","Stratum-Off-W2-4","W2","Anthoxanthum odoratum",0.009000000000000001
"PlotOff25","f","Stratum-Off-W2-4","W2","Bellardia latifolia",2.5e-4
"PlotOff25","f","Stratum-Off-W2-4","W2","Carlina corymbosa",2.5e-4
"PlotOff25","f","Stratum-Off-W2-4","W2","Chondrilla juncea",2.5e-4
"PlotOff25","f","Stratum-Off-W2-4","W2","Crupina vulgaris",0.009000000000000001
"PlotOff25","f","Stratum-Off-W2-4","W2","Genista carinalis",0.09625
"PlotOff25","f","Stratum-Off-W2-4","W2","Hypericum perforatum",0.0025
"PlotOff25","f","Stratum-Off-W2-4","W2","Juniperus oxycedrus",0.1925
"PlotOff25","f","Stratum-Off-W2-4","W2","Melica ciliata",0.00875
"PlotOff25","f","Stratum-Off-W2-4","W2","Muscari neglectum",2.5e-4
"PlotOff25","f","Stratum-Off-W2-4","W2","Origanum hirtum",0.00125
"PlotOff25","f","Stratum-Off-W2-4","W2","Pinus nigra",0.015
"PlotOff25","f","Stratum-Off-W2-4","W2","Scabiosa ochroleuca",0.0025
"PlotOff25","f","Stratum-Off-W2-4","W2","Teucrium chamaedrys",0.03
"PlotOff25","f","Stratum-Off-W2-4","W2","Thymus sibthorpii",2.5e-4
"PlotOff25","f","Stratum-Off-W2-4","W2","Tragopogon dubius",2.5e-4
"PlotOff25","f","Stratum-Off-W2-4","W2","Trifolium campestre",2.5e-4
"PlotOff26","f","Stratum-Off-W2-4","W2","Achillea coarctata",2.5e-4
"PlotOff26","f","Stratum-Off-W2-4","W2","Aira elegans",0.0017499999999999998
"PlotOff26","f","Stratum-Off-W2-4","W2","Campanula lingulata",2.5e-4
"PlotOff26","f","Stratum-Off-W2-4","W2","Carlina corymbosa",5e-4
"PlotOff26","f","Stratum-Off-W2-4","W2","Centaurium erythraea",2.5e-4
"PlotOff26","f","Stratum-Off-W2-4","W2","Chondrilla juncea",2.5e-4
"PlotOff26","f","Stratum-Off-W2-4","W2","Crupina vulgaris",0.009250000000000001
"PlotOff26","f","Stratum-Off-W2-4","W2","Cynosurus echinatus",0.00125
"PlotOff26","f","Stratum-Off-W2-4","W2","Genista carinalis",0.18875
"PlotOff26","f","Stratum-Off-W2-4","W2","Hypericum perforatum",5e-4
"PlotOff26","f","Stratum-Off-W2-4","W2","Juniperus oxycedrus",0.25
