"stem_id","plotCode","focalOrBenchmark","landCover","vegClass","subplot","ind","ind_id","stratum","species","dbh_cm","ba_m2"
14,"PlotOff17","f","Stratum-Off-W11-3","W11","2",2,"PlotOff17_2","Stems 2.5-10 cm DBH","Quercus petrea",2.6,5.30929158456675e-4
15,"PlotOff17","f","Stratum-Off-W11-3","W11","3",3,"PlotOff17_3","Stems 2.5-10 cm DBH","Quercus petrea",3.2,8.042477193189871e-4
89,"PlotOff17","f","Stratum-Off-W11-3","W11","3",3,"PlotOff17_3","Stems 2.5-10 cm DBH","Quercus petrea",4.6,0.0016619025137490002
13,"PlotOff17","f","Stratum-Off-W11-3","W11","1",1,"PlotOff17_1","Stems 2.5-10 cm DBH","Quercus petrea",4.3,0.0014522012041218817
16,"PlotOff2","f","Stratum-Off-W2-3","W2","1",1,"PlotOff2_1","Stems 2.5-10 cm DBH","Pinus brutia",2.9,6.60519855417254e-4
19,"PlotOff2","f","Stratum-Off-W2-3","W2","3",4,"PlotOff2_4","Stems 2.5-10 cm DBH","Cupressus sempervirens",3.6,0.001017876019763093
18,"PlotOff2","f","Stratum-Off-W2-3","W2","2",3,"PlotOff2_3","Stems 2.5-10 cm DBH","Cupressus sempervirens",2.7,5.725552611167399e-4
17,"PlotOff2","f","Stratum-Off-W2-3","W2","1",2,"PlotOff2_2","Stems 2.5-10 cm DBH","Cupressus sempervirens",3.1,7.547676350249479e-4
64,"PlotOff2","f","Stratum-Off-W2-3","W2","3",4,"PlotOff2_4","Stems 2.5-10 cm DBH","Cupressus sempervirens",3.6,0.001017876019763093
21,"PlotOff20","f","Stratum-Off-W11-3","W11","2",2,"PlotOff20_2","Stems 2.5-10 cm DBH","Juniperus oxycedrus",4,0.0012566370614359172
65,"PlotOff20","f","Stratum-Off-W11-3","W11","2",2,"PlotOff20_2","Stems 2.5-10 cm DBH","Juniperus oxycedrus",4.2,0.0013854423602330987
20,"PlotOff20","f","Stratum-Off-W11-3","W11","1",1,"PlotOff20_1","Stems 2.5-10 cm DBH","Juniperus oxycedrus",5.9,0.0027339710067865175
68,"PlotOff23","f","Stratum-Off-W11-3","W11","3",3,"PlotOff23_3","Stems 2.5-10 cm DBH","Pinus nigra",2.7,5.725552611167399e-4
67,"PlotOff23","f","Stratum-Off-W11-3","W11","2",2,"PlotOff23_2","Stems 2.5-10 cm DBH","Pinus nigra",2.6,5.30929158456675e-4
23,"PlotOff23","f","Stratum-Off-W11-3","W11","2",2,"PlotOff23_2","Stems 2.5-10 cm DBH","Pinus nigra",2.6,5.30929158456675e-4
22,"PlotOff23","f","Stratum-Off-W11-3","W11","1",1,"PlotOff23_1","Stems 2.5-10 cm DBH","Pinus nigra",2.6,5.30929158456675e-4
24,"PlotOff23","f","Stratum-Off-W11-3","W11","3",3,"PlotOff23_3","Stems 2.5-10 cm DBH","Pinus nigra",3.2,8.042477193189871e-4
66,"PlotOff23","f","Stratum-Off-W11-3","W11","1",1,"PlotOff23_1","Stems 2.5-10 cm DBH","Pinus nigra",2.5,4.908738521234052e-4
90,"PlotOff23","f","Stratum-Off-W11-3","W11","2",2,"PlotOff23_2","Stems 2.5-10 cm DBH","Pinus nigra",2.7,5.725552611167399e-4
25,"PlotOff24","f","Stratum-Off-W11-3","W11","2",2,"PlotOff24_2","Stems 2.5-10 cm DBH","Quercus petrea",4,0.0012566370614359172
69,"PlotOff24","f","Stratum-Off-W11-3","W11","2",2,"PlotOff24_2","Stems 2.5-10 cm DBH","Quercus petrea",5.8,0.002642079421669016
28,"PlotOff3","f","Stratum-Off-W2-3","W2","3",3,"PlotOff3_3","Stems 2.5-10 cm DBH","Pinus brutia",3.4,9.0792027688745e-4
71,"PlotOff3","f","Stratum-Off-W2-3","W2","3",3,"PlotOff3_3","Stems 2.5-10 cm DBH","Pinus brutia",2.8,6.157521601035993e-4
27,"PlotOff3","f","Stratum-Off-W2-3","W2","2",2,"PlotOff3_2","Stems 2.5-10 cm DBH","Pinus brutia",2.8,6.157521601035993e-4
100,"PlotOff3","f","Stratum-Off-W2-3","W2","3",3,"PlotOff3_3","Stems 2.5-10 cm DBH","Pinus brutia",2.7,5.725552611167399e-4
70,"PlotOff3","f","Stratum-Off-W2-3","W2","1",1,"PlotOff3_1","Stems 2.5-10 cm DBH","Pinus brutia",3.3,8.55298599939821e-4
91,"PlotOff3","f","Stratum-Off-W2-3","W2","3",3,"PlotOff3_3","Stems 2.5-10 cm DBH","Pinus brutia",2.9,6.60519855417254e-4
26,"PlotOff3","f","Stratum-Off-W2-3","W2","1",1,"PlotOff3_1","Stems 2.5-10 cm DBH","Pinus brutia",2.8,6.157521601035993e-4
29,"PlotOff35","f","Stratum-Off-W2-4","W2","2",2,"PlotOff35_2","Stems 2.5-10 cm DBH","Quercus petrea",7.2,0.004071504079052372
93,"PlotOff35","f","Stratum-Off-W2-4","W2","3",3,"PlotOff35_3","Stems 2.5-10 cm DBH","Quercus petrea",5.3,0.002206183440983432
92,"PlotOff35","f","Stratum-Off-W2-4","W2","2",2,"PlotOff35_2","Stems 2.5-10 cm DBH","Quercus petrea",4,0.0012566370614359172
30,"PlotOff35","f","Stratum-Off-W2-4","W2","3",3,"PlotOff35_3","Stems 2.5-10 cm DBH","Quercus petrea",6,0.0028274333882308137
73,"PlotOff35","f","Stratum-Off-W2-4","W2","3",3,"PlotOff35_3","Stems 2.5-10 cm DBH","Quercus petrea",3.7,0.0010752100856911068
72,"PlotOff35","f","Stratum-Off-W2-4","W2","2",2,"PlotOff35_2","Stems 2.5-10 cm DBH","Quercus petrea",4.6,0.0016619025137490002
31,"PlotOff36","f","Stratum-Off-W2-4","W2","1",1,"PlotOff36_1","Stems 2.5-10 cm DBH","Quercus petrea",5.2,0.0021237166338267
32,"PlotOff37","f","Stratum-Off-W11-4","W11","1",1,"PlotOff37_1","Stems 2.5-10 cm DBH","Pinus nigra",2.7,5.725552611167399e-4
75,"PlotOff37","f","Stratum-Off-W11-4","W11","3",3,"PlotOff37_3","Stems 2.5-10 cm DBH","Pinus nigra",2.5,4.908738521234052e-4
74,"PlotOff37","f","Stratum-Off-W11-4","W11","1",1,"PlotOff37_1","Stems 2.5-10 cm DBH","Pinus nigra",2.5,4.908738521234052e-4
33,"PlotOff37","f","Stratum-Off-W11-4","W11","3",3,"PlotOff37_3","Stems 2.5-10 cm DBH","Pinus nigra",2.7,5.725552611167399e-4
94,"PlotOff38","f","Stratum-Off-W11-4","W11","2",2,"PlotOff38_2","Stems 2.5-10 cm DBH","Juniperus oxycedrus",3.2,8.042477193189871e-4
76,"PlotOff38","f","Stratum-Off-W11-4","W11","2",2,"PlotOff38_2","Stems 2.5-10 cm DBH","Juniperus oxycedrus",2.9,6.60519855417254e-4
36,"PlotOff38","f","Stratum-Off-W11-4","W11","3",3,"PlotOff38_3","Stems 2.5-10 cm DBH","Juniperus oxycedrus",3,7.068583470577034e-4
34,"PlotOff38","f","Stratum-Off-W11-4","W11","1",1,"PlotOff38_1","Stems 2.5-10 cm DBH","Juniperus oxycedrus",5.1,0.002042820622996763
35,"PlotOff38","f","Stratum-Off-W11-4","W11","2",2,"PlotOff38_2","Stems 2.5-10 cm DBH","Juniperus oxycedrus",4.8,0.001809557368467721
37,"PlotOff42","f","Stratum-Off-W11-4","W11","1",1,"PlotOff42_1","Stems 2.5-10 cm DBH","Pinus nigra",5.8,0.002642079421669016
77,"PlotOff42","f","Stratum-Off-W11-4","W11","1",1,"PlotOff42_1","Stems 2.5-10 cm DBH","Pinus nigra",8.1,0.005152997350050658
38,"PlotOff48","f","Stratum-Off-W11-4","W11","1",1,"PlotOff48_1","Stems 2.5-10 cm DBH","Pinus nigra",2.7,5.725552611167399e-4
40,"PlotOff5","f","Stratum-Off-W2-1","W2","3",3,"PlotOff5_3","Stems 2.5-10 cm DBH","Pinus brutia",2.5,4.908738521234052e-4
39,"PlotOff5","f","Stratum-Off-W2-1","W2","2",2,"PlotOff5_2","Stems 2.5-10 cm DBH","Pinus brutia",3.3,8.55298599939821e-4
41,"PlotOff53","f","Stratum-Off-W11-1","W11","1",1,"PlotOff53_1","Stems 2.5-10 cm DBH","Pyrus spinosa",4.5,0.0015904312808798326
42,"PlotOff53","f","Stratum-Off-W11-1","W11","2",2,"PlotOff53_2","Stems 2.5-10 cm DBH","Pyrus spinosa",8.2,0.005281017250684442
79,"PlotOff53","f","Stratum-Off-W11-1","W11","2",8,"PlotOff53_8","Stems >=10 cm DBH","Pyrus spinosa",10.5,0.008659014751456867
101,"PlotOff53","f","Stratum-Off-W11-1","W11","1",1,"PlotOff53_1","Stems >=10 cm DBH","Pyrus spinosa",11.1,0.00967689077121996
43,"PlotOff53","f","Stratum-Off-W11-1","W11","2",8,"PlotOff53_8","Stems >=10 cm DBH","Pyrus spinosa",10.4,0.0084948665353068
78,"PlotOff53","f","Stratum-Off-W11-1","W11","1",1,"PlotOff53_1","Stems >=10 cm DBH","Pyrus spinosa",10.1,0.008011846664817369
105,"PlotOff53","f","Stratum-Off-W11-1","W11","1",1,"PlotOff53_1","Stems >=10 cm DBH","Pyrus spinosa",11.3,0.010028749148422018
95,"PlotOff53","f","Stratum-Off-W11-1","W11","1",1,"PlotOff53_1","Stems 2.5-10 cm DBH","Pyrus spinosa",8.9,0.006221138852271189
44,"PlotOff54","f","Stratum-Off-W11-1","W11","1",1,"PlotOff54_1","Stems 2.5-10 cm DBH","Pyrus spinosa",3,7.068583470577034e-4
45,"PlotOff55","f","Stratum-Off-W11-1","W11","3",3,"PlotOff55_3","Stems 2.5-10 cm DBH","Pyrus spinosa",2.6,5.30929158456675e-4
81,"PlotOff56","f","Stratum-Off-W11-1","W11","2",3,"PlotOff56_3","Stems 2.5-10 cm DBH","Robinia pseudacacia",3,7.068583470577034e-4
80,"PlotOff56","f","Stratum-Off-W11-1","W11","1",1,"PlotOff56_1","Stems 2.5-10 cm DBH","Robinia pseudacacia",2.6,5.30929158456675e-4
50,"PlotOff56","f","Stratum-Off-W11-1","W11","3",5,"PlotOff56_5","Stems 2.5-10 cm DBH","Robinia pseudacacia",2.7,5.725552611167399e-4
96,"PlotOff56","f","Stratum-Off-W11-1","W11","2",3,"PlotOff56_3","Stems 2.5-10 cm DBH","Robinia pseudacacia",2.6,5.30929158456675e-4
97,"PlotOff56","f","Stratum-Off-W11-1","W11","3",5,"PlotOff56_5","Stems 2.5-10 cm DBH","Robinia pseudacacia",3.9,0.0011945906065275187
49,"PlotOff56","f","Stratum-Off-W11-1","W11","2",4,"PlotOff56_4","Stems 2.5-10 cm DBH","Pyrus spinosa",3,7.068583470577034e-4
46,"PlotOff56","f","Stratum-Off-W11-1","W11","1",1,"PlotOff56_1","Stems 2.5-10 cm DBH","Robinia pseudacacia",2.9,6.60519855417254e-4
82,"PlotOff56","f","Stratum-Off-W11-1","W11","3",5,"PlotOff56_5","Stems 2.5-10 cm DBH","Robinia pseudacacia",3.5,9.621127501618741e-4
48,"PlotOff56","f","Stratum-Off-W11-1","W11","2",3,"PlotOff56_3","Stems 2.5-10 cm DBH","Robinia pseudacacia",2.6,5.30929158456675e-4
102,"PlotOff56","f","Stratum-Off-W11-1","W11","2",3,"PlotOff56_3","Stems 2.5-10 cm DBH","Robinia pseudacacia",2.5,4.908738521234052e-4
47,"PlotOff56","f","Stratum-Off-W11-1","W11","1",2,"PlotOff56_2","Stems 2.5-10 cm DBH","Pyrus spinosa",2.6,5.30929158456675e-4
51,"PlotOff58","f","Stratum-Off-W11-1","W11","1",1,"PlotOff58_1","Stems 2.5-10 cm DBH","Pyrus spinosa",3.1,7.547676350249479e-4
52,"PlotOff68","f","Stratum-Off-W11-2","W11","3",9,"PlotOff68_9","Stems >=10 cm DBH","Quercus pubescens",18.9,0.028055207794720247
54,"PlotOff7","f","Stratum-Off-W2-1","W2","3",3,"PlotOff7_3","Stems 2.5-10 cm DBH","Pinus brutia",3.4,9.0792027688745e-4
84,"PlotOff7","f","Stratum-Off-W2-1","W2","3",3,"PlotOff7_3","Stems 2.5-10 cm DBH","Pinus brutia",3.2,8.042477193189871e-4
83,"PlotOff7","f","Stratum-Off-W2-1","W2","2",2,"PlotOff7_2","Stems 2.5-10 cm DBH","Pinus brutia",2.5,4.908738521234052e-4
53,"PlotOff7","f","Stratum-Off-W2-1","W2","2",2,"PlotOff7_2","Stems 2.5-10 cm DBH","Pinus brutia",3.2,8.042477193189871e-4
55,"PlotOff9","f","Stratum-Off-W2-1","W2","3",3,"PlotOff9_3","Stems 2.5-10 cm DBH","Pinus brutia",2.7,5.725552611167399e-4
1,"PlotBm109","b","W11","W11","1",1,"PlotBm109_1","Stems >=10 cm DBH","Quercus petraea",12,0.011309733552923255
2,"PlotBm109","b","W11","W11","1",2,"PlotBm109_2","Stems >=10 cm DBH","Quercus petraea",10,0.007853981633974483
3,"PlotBm109","b","W11","W11","1",3,"PlotBm109_3","Stems >=10 cm DBH","Quercus petraea",17,0.022698006922186254
4,"PlotBm109","b","W11","W11","1",4,"PlotBm109_4","Stems >=10 cm DBH","Quercus petraea",15,0.017671458676442587
5,"PlotBm109","b","W11","W11","1",5,"PlotBm109_5","Stems >=10 cm DBH","Quercus petraea",19,0.02835287369864788
6,"PlotBm109","b","W11","W11","1",6,"PlotBm109_6","Stems >=10 cm DBH","Quercus petraea",22,0.0380132711084365
7,"PlotBm109","b","W11","W11","1",7,"PlotBm109_7","Stems >=10 cm DBH","Quercus petraea",15,0.017671458676442587
8,"PlotBm109","b","W11","W11","1",7,"PlotBm109_7","Stems >=10 cm DBH","Quercus petraea",11,0.009503317777109124
9,"PlotBm109","b","W11","W11","1",8,"PlotBm109_8","Stems >=10 cm DBH","Quercus petraea",25,0.04908738521234052
10,"PlotBm109","b","W11","W11","1",9,"PlotBm109_9","Stems >=10 cm DBH","Quercus petraea",32,0.0804247719318987
11,"PlotBm109","b","W11","W11","2",10,"PlotBm109_10","Stems >=10 cm DBH","Quercus petraea",21,0.03463605900582747
12,"PlotBm109","b","W11","W11","2",11,"PlotBm109_11","Stems >=10 cm DBH","Quercus petraea",16,0.020106192982974676
13,"PlotBm109","b","W11","W11","2",12,"PlotBm109_12","Stems >=10 cm DBH","Quercus petraea",14,0.015393804002589986
14,"PlotBm109","b","W11","W11","2",13,"PlotBm109_13","Stems 2.5-10 cm DBH","Quercus petraea",9,0.0063617251235193305
15,"PlotBm109","b","W11","W11","2",13,"PlotBm109_13","Stems >=10 cm DBH","Quercus petraea",17,0.022698006922186254
16,"PlotBm109","b","W11","W11","2",14,"PlotBm109_14","Stems >=10 cm DBH","Quercus petraea",19,0.02835287369864788
17,"PlotBm109","b","W11","W11","2",15,"PlotBm109_15","Stems >=10 cm DBH","Quercus petraea",11,0.009503317777109124
18,"PlotBm109","b","W11","W11","2",16,"PlotBm109_16","Stems >=10 cm DBH","Quercus petraea",32,0.0804247719318987
19,"PlotBm109","b","W11","W11","2",17,"PlotBm109_17","Stems >=10 cm DBH","Quercus petraea",33,0.08552985999398212
20,"PlotBm109","b","W11","W11","2",18,"PlotBm109_18","Stems >=10 cm DBH","Quercus petraea",37,0.10752100856911068
21,"PlotBm109","b","W11","W11","2",19,"PlotBm109_19","Stems >=10 cm DBH","Quercus petraea",28,0.061575216010359944
22,"PlotBm109","b","W11","W11","2",20,"PlotBm109_20","Stems >=10 cm DBH","Quercus petraea",28,0.061575216010359944
23,"PlotBm109","b","W11","W11","3",21,"PlotBm109_21","Stems >=10 cm DBH","Quercus petraea",11,0.009503317777109124
24,"PlotBm109","b","W11","W11","3",21,"PlotBm109_21","Stems >=10 cm DBH","Quercus petraea",19,0.02835287369864788
25,"PlotBm109","b","W11","W11","3",22,"PlotBm109_22","Stems >=10 cm DBH","Quercus petraea",21,0.03463605900582747
26,"PlotBm109","b","W11","W11","3",23,"PlotBm109_23","Stems >=10 cm DBH","Quercus petraea",19,0.02835287369864788
27,"PlotBm109","b","W11","W11","3",24,"PlotBm109_24","Stems >=10 cm DBH","Quercus petraea",21,0.03463605900582747
28,"PlotBm109","b","W11","W11","3",25,"PlotBm109_25","Stems >=10 cm DBH","Quercus petraea",33,0.08552985999398212
29,"PlotBm109","b","W11","W11","3",26,"PlotBm109_26","Stems >=10 cm DBH","Quercus petraea",42,0.13854423602330987
30,"PlotBm110","b","W11","W11","1",1,"PlotBm110_1","Stems >=10 cm DBH","Quercus pubescens",30,0.07068583470577035
31,"PlotBm110","b","W11","W11","1",2,"PlotBm110_2","Stems >=10 cm DBH","Carpinus orientalis",15,0.017671458676442587
32,"PlotBm110","b","W11","W11","2",3,"PlotBm110_3","Stems >=10 cm DBH","Carpinus orientalis",21,0.03463605900582747
33,"PlotBm110","b","W11","W11","2",4,"PlotBm110_4","Stems >=10 cm DBH","Quercus pubescens",23,0.04154756284372501
34,"PlotBm110","b","W11","W11","2",5,"PlotBm110_5","Stems >=10 cm DBH","Quercus pubescens",28,0.061575216010359944
35,"PlotBm110","b","W11","W11","2",6,"PlotBm110_6","Stems 2.5-10 cm DBH","Carpinus orientalis",7,0.0038484510006474965
36,"PlotBm110","b","W11","W11","2",7,"PlotBm110_7","Stems >=10 cm DBH","Quercus pubescens",46,0.16619025137490004
37,"PlotBm110","b","W11","W11","2",8,"PlotBm110_8","Stems >=10 cm DBH","Carpinus orientalis",17,0.022698006922186254
38,"PlotBm110","b","W11","W11","3",9,"PlotBm110_9","Stems >=10 cm DBH","Quercus pubescens",28,0.061575216010359944
39,"PlotBm110","b","W11","W11","3",10,"PlotBm110_10","Stems >=10 cm DBH","Quercus pubescens",35,0.09621127501618741
40,"PlotBm110","b","W11","W11","3",11,"PlotBm110_11","Stems >=10 cm DBH","Carpinus orientalis",18,0.025446900494077322
41,"PlotBm110","b","W11","W11","3",12,"PlotBm110_12","Stems >=10 cm DBH","Quercus pubescens",28,0.061575216010359944
42,"PlotBm110","b","W11","W11","3",13,"PlotBm110_13","Stems >=10 cm DBH","Quercus pubescens",42,0.13854423602330987
43,"PlotBm110","b","W11","W11","3",14,"PlotBm110_14","Stems >=10 cm DBH","Quercus pubescens",17,0.022698006922186254
44,"PlotBm111","b","W11","W11","1",1,"PlotBm111_1","Stems >=10 cm DBH","Carpinus orientalis",17,0.022698006922186254
45,"PlotBm111","b","W11","W11","1",2,"PlotBm111_2","Stems >=10 cm DBH","Carpinus orientalis",13,0.013273228961416876
46,"PlotBm111","b","W11","W11","1",3,"PlotBm111_3","Stems 2.5-10 cm DBH","Carpinus orientalis",8,0.005026548245743669
47,"PlotBm111","b","W11","W11","1",4,"PlotBm111_4","Stems >=10 cm DBH","Quercus pubescens",29,0.0660519855417254
48,"PlotBm111","b","W11","W11","2",5,"PlotBm111_5","Stems >=10 cm DBH","Quercus pubescens",30,0.07068583470577035
49,"PlotBm111","b","W11","W11","2",6,"PlotBm111_6","Stems >=10 cm DBH","Quercus pubescens",32,0.0804247719318987
50,"PlotBm111","b","W11","W11","2",7,"PlotBm111_7","Stems >=10 cm DBH","Carpinus orientalis",12,0.011309733552923255
51,"PlotBm111","b","W11","W11","2",8,"PlotBm111_8","Stems >=10 cm DBH","Carpinus orientalis",17,0.022698006922186254
52,"PlotBm111","b","W11","W11","2",9,"PlotBm111_9","Stems >=10 cm DBH","Quercus pubescens",22,0.0380132711084365
53,"PlotBm111","b","W11","W11","3",10,"PlotBm111_10","Stems >=10 cm DBH","Quercus pubescens",16,0.020106192982974676
54,"PlotBm111","b","W11","W11","3",11,"PlotBm111_11","Stems >=10 cm DBH","Quercus pubescens",24,0.04523893421169302
55,"PlotBm111","b","W11","W11","3",12,"PlotBm111_12","Stems >=10 cm DBH","Quercus pubescens",28,0.061575216010359944
56,"PlotBm111","b","W11","W11","3",13,"PlotBm111_13","Stems >=10 cm DBH","Quercus pubescens",19,0.02835287369864788
57,"PlotBm111","b","W11","W11","3",14,"PlotBm111_14","Stems >=10 cm DBH","Quercus pubescens",37,0.10752100856911068
58,"PlotBm111","b","W11","W11","3",15,"PlotBm111_15","Stems >=10 cm DBH","Carpinus orientalis",10,0.007853981633974483
59,"PlotBm112","b","W11","W11","1",1,"PlotBm112_1","Stems >=10 cm DBH","Quercus petraea",20,0.031415926535897934
60,"PlotBm112","b","W11","W11","1",2,"PlotBm112_2","Stems >=10 cm DBH","Quercus petraea",22,0.0380132711084365
61,"PlotBm112","b","W11","W11","1",3,"PlotBm112_3","Stems >=10 cm DBH","Quercus petraea",28,0.061575216010359944
62,"PlotBm112","b","W11","W11","1",4,"PlotBm112_4","Stems >=10 cm DBH","Quercus petraea",20,0.031415926535897934
63,"PlotBm112","b","W11","W11","1",5,"PlotBm112_5","Stems >=10 cm DBH","Quercus petraea",19,0.02835287369864788
64,"PlotBm112","b","W11","W11","1",6,"PlotBm112_6","Stems >=10 cm DBH","Quercus petraea",19,0.02835287369864788
65,"PlotBm112","b","W11","W11","1",7,"PlotBm112_7","Stems >=10 cm DBH","Quercus petraea",18,0.025446900494077322
66,"PlotBm112","b","W11","W11","1",8,"PlotBm112_8","Stems >=10 cm DBH","Quercus petraea",17,0.022698006922186254
67,"PlotBm112","b","W11","W11","1",9,"PlotBm112_9","Stems >=10 cm DBH","Quercus petraea",23,0.04154756284372501
68,"PlotBm112","b","W11","W11","1",10,"PlotBm112_10","Stems >=10 cm DBH","Quercus petraea",10,0.007853981633974483
69,"PlotBm112","b","W11","W11","1",11,"PlotBm112_11","Stems >=10 cm DBH","Quercus petraea",14,0.015393804002589986
70,"PlotBm112","b","W11","W11","1",12,"PlotBm112_12","Stems 2.5-10 cm DBH","Quercus petraea",8,0.005026548245743669
71,"PlotBm112","b","W11","W11","2",13,"PlotBm112_13","Stems >=10 cm DBH","Quercus petraea",17,0.022698006922186254
72,"PlotBm112","b","W11","W11","2",14,"PlotBm112_14","Stems >=10 cm DBH","Quercus petraea",14,0.015393804002589986
73,"PlotBm112","b","W11","W11","2",15,"PlotBm112_15","Stems >=10 cm DBH","Quercus petraea",13,0.013273228961416876
74,"PlotBm112","b","W11","W11","2",16,"PlotBm112_16","Stems >=10 cm DBH","Quercus petraea",16,0.020106192982974676
75,"PlotBm112","b","W11","W11","2",17,"PlotBm112_17","Stems >=10 cm DBH","Quercus petraea",18,0.025446900494077322
76,"PlotBm112","b","W11","W11","2",18,"PlotBm112_18","Stems >=10 cm DBH","Quercus petraea",13,0.013273228961416876
77,"PlotBm112","b","W11","W11","2",19,"PlotBm112_19","Stems >=10 cm DBH","Quercus petraea",12,0.011309733552923255
78,"PlotBm112","b","W11","W11","2",20,"PlotBm112_20","Stems >=10 cm DBH","Quercus petraea",13,0.013273228961416876
79,"PlotBm112","b","W11","W11","3",21,"PlotBm112_21","Stems >=10 cm DBH","Quercus petraea",13,0.013273228961416876
80,"PlotBm112","b","W11","W11","3",22,"PlotBm112_22","Stems >=10 cm DBH","Quercus petraea",13,0.013273228961416876
81,"PlotBm112","b","W11","W11","3",23,"PlotBm112_23","Stems >=10 cm DBH","Quercus petraea",14,0.015393804002589986
82,"PlotBm112","b","W11","W11","3",24,"PlotBm112_24","Stems >=10 cm DBH","Quercus petraea",12,0.011309733552923255
