"plotCode","focalOrBenchmark","landCover","vegClass","species","cover"
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Anaphalis margaritacea",0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Barbilophozia sp.",0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Bazzania trilobata",0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Betula papyrifera",0.1
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Blepharostoma trichophyllum",0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Calamagrostis canadensis",0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Chamerion angustifolium",0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Clintonia borealis",0.005
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Cornus canadensis",0.07
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Dicranum fuscescens",0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Dryopteris carthusiana",0.01
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Fragaria virginiana",0.01
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Gaultheria hispidula",0.01
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Hylocomium splendens",0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Kalmia angustifolia",0.02
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Linnaea borealis subsp. longiflora",0.03
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid",NA,0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Orthilia secunda",0.005
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Picea mariana",0.6
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Pleurozium schreberi",0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Prunus virginiana",0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Ptilium crista-castrensis",0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Rhytidiadelphus triquetrus",0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Rubus pubescens",0.02
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Sphagnum capillifolium",0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Trientalis borealis",0.001
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Vaccinium caespitosum",0.005
" BL2420","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Viburnum cassinoides",0.01
"BB_S_Oc","b","Wetland","Wetland","Abies balsamea",0.02
"BB_S_Oc","b","Wetland","Wetland","Alnus rugosa",0.55
"BB_S_Oc","b","Wetland","Wetland","Amelanchier sp.",0.02
"BB_S_Oc","b","Wetland","Wetland","Betula papyrifera",0.02
"BB_S_Oc","b","Wetland","Wetland","Cornus canadensis",0.1
"BB_S_Oc","b","Wetland","Wetland","Lycopodium annotinum",0.15
"BB_S_Oc","b","Wetland","Wetland","Picea mariana",0.05
"BB_S_Oc","b","Wetland","Wetland","Pleurozium schreberi",0.25
"BB_S_Oc","b","Wetland","Wetland","Ribes lacustre",0.02
"BB_S_Oc","b","Wetland","Wetland","Rubus pubescens",0.1
"BB_S_Oc","b","Wetland","Wetland","Solidago rugosa",0.6
"BB_S_Oc","b","Wetland","Wetland","Unidentified Grass",0.02
"BB_S_Oc","b","Wetland","Wetland","Viburnum cassinoides",0.05
"BB_S_Oc","b","Wetland","Wetland","Viburnum edule",0.02
"BB_S_Oc","b","Wetland","Wetland","Viola sp.",0.02
"BB_V8","b","Wetland","Wetland","Alnus rugosa",0.2
"BB_V8","b","Wetland","Wetland","Aster nemoralis",0.02
"BB_V8","b","Wetland","Wetland","Carex trisperma",0.1
"BB_V8","b","Wetland","Wetland","Chamaedaphne calyculata",0.02
"BB_V8","b","Wetland","Wetland","Cornus canadensis",0.05
"BB_V8","b","Wetland","Wetland","Dasiphora fruticosa",0.05
"BB_V8","b","Wetland","Wetland","Gaultheria hispidula",0.1
"BB_V8","b","Wetland","Wetland","Glyceria canadensis",0.1
"BB_V8","b","Wetland","Wetland","Kalmia angustifolia",0.05
"BB_V8","b","Wetland","Wetland","Larix laricina",0.1
"BB_V8","b","Wetland","Wetland",NA,0.02
"BB_V8","b","Wetland","Wetland","Nemopanthus mucronata",0.02
"BB_V8","b","Wetland","Wetland","Picea mariana",0.3
"BB_V8","b","Wetland","Wetland","Pleurozium schreberi",0.1
"BB_V8","b","Wetland","Wetland","Rosa nitida",0.05
"BB_V8","b","Wetland","Wetland","Rubus idaeus",0.05
"BB_V8","b","Wetland","Wetland","Sanguisorba canadensis",0.05
"BB_V8","b","Wetland","Wetland","Sphagnum sp.",0.5
"BB_V8","b","Wetland","Wetland","Typha latifolia",0.02
"BB_V8","b","Wetland","Wetland","Unidentified Grass",0.1
"BB_V8","b","Wetland","Wetland","Unidentified Rush",0.05
"BB_WL_7","b","Wetland","Wetland","Andromeda glaucophylla",0.02
"BB_WL_7","b","Wetland","Wetland","Aronia prunifolia",0.05
"BB_WL_7","b","Wetland","Wetland","Aster nemoralis",0.02
"BB_WL_7","b","Wetland","Wetland","Betula michauxii",0.1
"BB_WL_7","b","Wetland","Wetland","Betula pumila",0.02
"BB_WL_7","b","Wetland","Wetland","Carex oligosperma",0.6
"BB_WL_7","b","Wetland","Wetland","Chamaedaphne calyculata",0.1
"BB_WL_7","b","Wetland","Wetland","Juniperus communis",0.02
"BB_WL_7","b","Wetland","Wetland","Kalmia polifolia",0.02
"BB_WL_7","b","Wetland","Wetland","Larix laricina",0.05
"BB_WL_7","b","Wetland","Wetland","Lonicera villosa",0.02
"BB_WL_7","b","Wetland","Wetland","Myrica gale",0.1
"BB_WL_7","b","Wetland","Wetland",NA,0.02
"BB_WL_7","b","Wetland","Wetland","Picea mariana",0.05
"BB_WL_7","b","Wetland","Wetland","Pleurozium schreberi",0.05
"BB_WL_7","b","Wetland","Wetland","Rosa nitida",0.02
"BB_WL_7","b","Wetland","Wetland","Sanguisorba canadensis",0.02
"BB_WL_7","b","Wetland","Wetland","Sarracenia purpurea",0.02
"BB_WL_7","b","Wetland","Wetland","Sphagnum sp.",0.9
"BB_WL_7","b","Wetland","Wetland","Vaccinium oxycoccos",0.02
"BB_WL1","b","Wetland","Wetland","Agrostis capillaris",0.3
"BB_WL1","b","Wetland","Wetland","Andromeda glaucophylla",0.02
"BB_WL1","b","Wetland","Wetland","Aronia prunifolia",0.02
"BB_WL1","b","Wetland","Wetland","Aster nemoralis",0.05
"BB_WL1","b","Wetland","Wetland","Betula michauxii",0.15
"BB_WL1","b","Wetland","Wetland","Carex oligosperma",0.3
"BB_WL1","b","Wetland","Wetland","Chamaedaphne calyculata",0.1
"BB_WL1","b","Wetland","Wetland","Cladonia raniferina",0.02
"BB_WL1","b","Wetland","Wetland","Juniperus communis",0.05
"BB_WL1","b","Wetland","Wetland","Kalmia polifolia",0.02
"BB_WL1","b","Wetland","Wetland","Larix laricina",0.05
"BB_WL1","b","Wetland","Wetland","Myrica gale",0.1
"BB_WL1","b","Wetland","Wetland",NA,0.02
"BB_WL1","b","Wetland","Wetland","Picea mariana",0.05
"BB_WL1","b","Wetland","Wetland","Polytrichum strictum",0.05
"BB_WL1","b","Wetland","Wetland","Rosa nitida",0.02
"BB_WL1","b","Wetland","Wetland","Sanguisorba canadensis",0.02
"BB_WL1","b","Wetland","Wetland","Sarracenia purpurea",0.02
"BB_WL1","b","Wetland","Wetland","Sphagnum sp.",0.95
"BB_WL1","b","Wetland","Wetland","Unidentified Sedge",0.05
"BB_WL1","b","Wetland","Wetland","Vaccinium oxycoccos",0.02
"BB_WL10","b","Wetland","Wetland","Andromeda glaucophylla",0.02
"BB_WL10","b","Wetland","Wetland","Chamaedaphne calyculata",0.15
"BB_WL10","b","Wetland","Wetland","Cladonia raniferina",0.3
"BB_WL10","b","Wetland","Wetland","Empetrum spp.",0.05
"BB_WL10","b","Wetland","Wetland","Eriophorum angustifolium",0.02
"BB_WL10","b","Wetland","Wetland","Kalmia angustifolia",0.05
"BB_WL10","b","Wetland","Wetland","Kalmia polifolia",0.05
"BB_WL10","b","Wetland","Wetland","Larix laricina",0.05
"BB_WL10","b","Wetland","Wetland",NA,0.02
"BB_WL10","b","Wetland","Wetland","Picea mariana",0.1
"BB_WL10","b","Wetland","Wetland","Rubus chamaemorus",0.05
"BB_WL10","b","Wetland","Wetland","Sarracenia purpurea",0.02
"BB_WL10","b","Wetland","Wetland","Sphagnum sp.",0.7
"BB_WL10","b","Wetland","Wetland","Unidentified Rush",0.25
"BB_WL10","b","Wetland","Wetland","Vaccinium macrocarpon",0.02
"BB_WL10","b","Wetland","Wetland","Vaccinium oxycoccos",0.02
"BBS6REV","b","Wetland","Wetland","Chamaedaphne calyculata",0.1
"BBS6REV","b","Wetland","Wetland","Cladonia raniferina",0.02
"BBS6REV","b","Wetland","Wetland","Coptis trifolia",0.02
"BBS6REV","b","Wetland","Wetland","Cornus canadensis",0.05
"BBS6REV","b","Wetland","Wetland","Eriophorum angustifolium",0.02
"BBS6REV","b","Wetland","Wetland","Gaultheria hispidula",0.05
"BBS6REV","b","Wetland","Wetland","Kalmia angustifolia",0.2
"BBS6REV","b","Wetland","Wetland","Kalmia polifolia",0.02
"BBS6REV","b","Wetland","Wetland","Lycopodium annotinum",0.02
"BBS6REV","b","Wetland","Wetland","Maianthemum canadense",0.02
"BBS6REV","b","Wetland","Wetland","Myrica gale",0.05
"BBS6REV","b","Wetland","Wetland",NA,0.1
"BBS6REV","b","Wetland","Wetland","Picea mariana",0.45
"BBS6REV","b","Wetland","Wetland","Sphagnum sp.",0.95
"BBS6REV","b","Wetland","Wetland","Vaccinium angustifolium",0.02
"BBS6REV","b","Wetland","Wetland","Vaccinium oxycoccos",0.02
"BBS6REV","b","Wetland","Wetland","Vaccinium vitis-idaea",0.02
"BBV10","b","BF/BS Forest, Mature","BF/BS Forest, Mature","Abies balsamea",0.2
"BBV10","b","BF/BS Forest, Mature","BF/BS Forest, Mature","Cornus canadensis",0.1
"BBV10","b","BF/BS Forest, Mature","BF/BS Forest, Mature","Gaultheria hispidula",0.2
"BBV10","b","BF/BS Forest, Mature","BF/BS Forest, Mature","Goodyera repens",0.02
"BBV10","b","BF/BS Forest, Mature","BF/BS Forest, Mature","Hylocomium splendens",0.21
"BBV10","b","BF/BS Forest, Mature","BF/BS Forest, Mature","Kalmia angustifolia",0.1
"BBV10","b","BF/BS Forest, Mature","BF/BS Forest, Mature","Picea mariana",0.25
"BBV10","b","BF/BS Forest, Mature","BF/BS Forest, Mature","Pleurozium schreberi",0.54
"BBV10","b","BF/BS Forest, Mature","BF/BS Forest, Mature","Sphagnum sp.",0.1
"BBV10","b","BF/BS Forest, Mature","BF/BS Forest, Mature","Vaccinium angustifolium",0.1
"BBV10","b","BF/BS Forest, Mature","BF/BS Forest, Mature","Vaccinium vitis-idaea",0.05
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Abies balsamea",0.4
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Clintonia borealis",0.05
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Cornus canadensis",0.1
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Gaultheria hispidula",0.1
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Hylocomium splendens",0.2
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Linnaea borealis",0.05
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Picea mariana",0.85
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Pleurozium schreberi",0.2
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Ptilium crista-castrensis",0.25
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Sphagnum sp.",0.2
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Vaccinium angustifolium",0.05
"BBWL4","b","Wetland","Wetland","Chamaedaphne calyculata",0.1
"BBWL4","b","Wetland","Wetland","Cladonia raniferina",0.3
"BBWL4","b","Wetland","Wetland","Eleocharis tenuis",0.05
"BBWL4","b","Wetland","Wetland","Eriophorum virginicum",0.02
"BBWL4","b","Wetland","Wetland","Kalmia angustifolia",0.05
"BBWL4","b","Wetland","Wetland","Kalmia polifolia",0.05
"BBWL4","b","Wetland","Wetland",NA,0.05
"BBWL4","b","Wetland","Wetland","Picea mariana",0.1
"BBWL4","b","Wetland","Wetland","Rubus chamaemorus",0.02
"BBWL4","b","Wetland","Wetland","Sarracenia purpurea",0.02
"BBWL4","b","Wetland","Wetland","Sphagnum sp.",0.95
"BBWL4","b","Wetland","Wetland","Vaccinium oxycoccos",0.02
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Abies balsamea",0.5
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Betula papyrifera",0.03
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Cornus canadensis",0.12
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Dicranum fuscescens",0.001
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Dicranum polysetum",0.001
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Dicranum scoparium",0.001
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Fragaria virginiana",0.001
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Gaultheria hispidula",0.03
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Kalmia angustifolia",0.03
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Linnaea borealis subsp. longiflora",0.001
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Picea mariana",0.15
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Pleurozium schreberi",0.001
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Ptilium crista-castrensis",0.001
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Rhododendron groenlandicum",0.03
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Trientalis borealis",0.001
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Unknown",0.001
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Vaccinium caespitosum",0.04
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Vaccinium vitis-idaea",0.005
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Abies balsamea",0.005
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Bazzania trilobata",0.001
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Cornus canadensis",0.005
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Dicranum viride",0.001
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Gaultheria hispidula",0.01
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Hylocomium splendens",0.005
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Kalmia angustifolia",0.1
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Maianthemum trifolium",0.07
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Picea mariana",0.75
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Pleurozium schreberi",0.07
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Ptilium crista-castrensis",0.03
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Rubus chamaemorus",0.05
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Sphagnum angustifolium",0.001
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Sphagnum magellanicum",0.001
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Sphagnum russowii",0.001
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","Vaccinium vitis-idaea",0.005
"BL2402","f","Wetland","Wetland","Carex sp.",0.25
"BL2402","f","Wetland","Wetland","Chamaedaphne calyculata",0.15
"BL2402","f","Wetland","Wetland","Cladonia sp.",0.15
"BL2402","f","Wetland","Wetland","Dicranum elongatum",0.001
"BL2402","f","Wetland","Wetland","Drosera rotundifolia",0.001
"BL2402","f","Wetland","Wetland","Eriophorum sp.",0.05
"BL2402","f","Wetland","Wetland","Kalmia angustifolia",0.2
"BL2402","f","Wetland","Wetland","Kalmia polifolia",0.03
"BL2402","f","Wetland","Wetland","Larix laricina",0.001
"BL2402","f","Wetland","Wetland",NA,0.01
"BL2402","f","Wetland","Wetland","Picea mariana",0.15
"BL2402","f","Wetland","Wetland","Pleurozium schreberi",0.01
"BL2402","f","Wetland","Wetland","Rhododendron canadense",0.05
"BL2402","f","Wetland","Wetland","Rhododendron groenlandicum",0.05
"BL2402","f","Wetland","Wetland","Rubus chamaemorus",0.1
"BL2402","f","Wetland","Wetland","Sarracenia purpurea",0.005
"BL2402","f","Wetland","Wetland","Scheuchzeria palustris",0.001
"BL2402","f","Wetland","Wetland","Sphagnum angustifolium",0.001
"BL2402","f","Wetland","Wetland","Sphagnum capillifolium",0.001
"BL2402","f","Wetland","Wetland","Sphagnum fuscum",0.001
"BL2402","f","Wetland","Wetland","Vaccinium oxycoccos",0.005
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Abies balsamea",0.65
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Bazzania trilobata",0.001
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Betula papyrifera",0.05
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Cornus canadensis",0.02
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Dicranum fuscescens",0.001
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Dicranum polysetum",0.001
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Dryopteris carthusiana",0.03
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Dryopteris cristata",0.01
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Hylocomium splendens",0.01
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Hypnum pallescens",0.001
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Linnaea borealis subsp. longiflora",0.05
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Lophozia sp.",0.001
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Maianthemum sp.",0.001
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Orthilia secunda",0.001
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Picea mariana",0.15
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Plagiothecium cavifolium",0.001
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Pleurozium schreberi",0.01
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Polytrichastrum longisetum",0.001
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Rubus pubescens",0.02
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Sanionia uncinata",0.001
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Sphagnum capillifolium",0.001
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Tetraphis pellucida",0.001
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Trientalis borealis",0.005
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Ulota crispa",0.001
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Viburnum edule",0.001
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Abies balsamea",0.5
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Acer spicatum",0.05
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Alnus alnobetula subsp. crispa",0.03
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Athyrium filix-femina var. angustum",0.01
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Betula papyrifera",0.07
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Blepharostoma trichophyllum",0.001
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Clintonia borealis",0.02
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Cornus canadensis",0.25
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Dicranum fuscescens",0.001
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Dicranum polysetum",0.001
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Dicranum scoparium",0.001
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Dryopteris cristata",0.05
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Endotropis alnifolia",0.001
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Fragaria virginiana",0.005
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Geum macrophyllum",0.02
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Gymnocarpium dryopteris",0.005
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Linnaea borealis subsp. longiflora",0.07
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Lophocolea heterophylla",0.001
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Lophozia sp.",0.001
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Picea mariana",0.11
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Pleurozium schreberi",0.65
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Populus tremuloides",0.02
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Rhizomnium gracile",0.001
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Rhytidiadelphus triquetrus",0.001
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Ribes lacustre",0.005
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Rubus pubescens",0.2
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Sanionia uncinata",0.001
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Sciuro-hypnum curtum",0.001
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Trientalis borealis",0.001
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Ulota crispa",0.001
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Viburnum cassinoides",0.02
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","Viburnum edule",0.005
"BL2406","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Abies balsamea",0.2
"BL2406","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Acer spicatum",0.005
"BL2406","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Actaea rubra",0.001
"BL2406","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","Alnus alnobetula subsp. crispa",0.1
