"plotCode","focalOrBenchmark","landCover","vegClass","stratum","cover"
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","SubstrateOrganicMatter","0"
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","SubstrateBedrock","0"
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0"
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","SubstrateRocks","0"
"BBWL4","b","Wetland","Wetland","SubstrateRocks","0"
"BBWL4","b","Wetland","Wetland","SubstrateWater","0"
"BBWL4","b","Wetland","Wetland","SubstrateOrganicMatter","0"
"BBWL4","b","Wetland","Wetland","SubstrateMineralSoil","0"
"BBWL4","b","Wetland","Wetland","SubstrateDecWood","0"
"BBWL4","b","Wetland","Wetland","SubstrateBedrock","0"
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateMineralSoil","0"
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateRocks","0"
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateBedrock","0"
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateOrganicMatter","0.98"
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateWater","0"
"BL2313","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateDecWood","0.02"
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateMineralSoil","0"
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateDecWood","0.05"
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateWater","0"
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateBedrock","0"
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateOrganicMatter","0.95"
"BL2401","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateRocks","0"
"BL2402","f","Wetland","Wetland","SubstrateMineralSoil","0"
"BL2402","f","Wetland","Wetland","SubstrateRocks","0"
"BL2402","f","Wetland","Wetland","SubstrateWater","0"
"BL2402","f","Wetland","Wetland","SubstrateDecWood","0.01"
"BL2402","f","Wetland","Wetland","SubstrateOrganicMatter","0.99"
"BL2402","f","Wetland","Wetland","SubstrateBedrock","0"
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateRocks","0.01"
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateBedrock","0"
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateDecWood","0.05"
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0.01"
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateWater","0"
"BL2404","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateOrganicMatter","0.93"
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateDecWood","0.05"
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateRocks","0"
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateBedrock","0"
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateMineralSoil","0.01"
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateOrganicMatter","0.94"
"BL2405","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateWater","0"
"BL2406","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateWater","0"
"BL2406","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateOrganicMatter","0.97"
"BL2406","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateBedrock","0"
"BL2406","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateDecWood","0.02"
"BL2406","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0"
"BL2406","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateRocks","0.01"
"BL2407","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateOrganicMatter","0.96"
"BL2407","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0.01"
"BL2407","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateWater","0"
"BL2407","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateDecWood","0.02"
"BL2407","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateRocks","0.01"
"BL2407","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateBedrock","0"
"BL2408","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateOrganicMatter","0.78"
"BL2408","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateBedrock","0"
"BL2408","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateMineralSoil","0.02"
"BL2408","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateDecWood","0.2"
"BL2408","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateRocks","0"
"BL2408","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateWater","0"
"BL2409","f","Wetland","Wetland","SubstrateWater","0.02"
"BL2409","f","Wetland","Wetland","SubstrateMineralSoil","0.01"
"BL2409","f","Wetland","Wetland","SubstrateDecWood","0.02"
"BL2409","f","Wetland","Wetland","SubstrateBedrock","0"
"BL2409","f","Wetland","Wetland","SubstrateRocks","0"
"BL2409","f","Wetland","Wetland","SubstrateOrganicMatter","0.95"
"BL2411","f","Wetland","Wetland","SubstrateWater","0.02"
"BL2411","f","Wetland","Wetland","SubstrateOrganicMatter","0.98"
"BL2411","f","Wetland","Wetland","SubstrateBedrock","0"
"BL2411","f","Wetland","Wetland","SubstrateMineralSoil","0"
"BL2411","f","Wetland","Wetland","SubstrateRocks","0"
"BL2411","f","Wetland","Wetland","SubstrateDecWood","0"
"BL2412","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateDecWood","0.06"
"BL2412","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0"
"BL2412","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateRocks","0"
"BL2412","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateBedrock","0.01"
"BL2412","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateOrganicMatter","0.93"
"BL2412","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateWater","0"
"BL2414","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateMineralSoil","0"
"BL2414","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateBedrock","0"
"BL2414","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateOrganicMatter","0.85"
"BL2414","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateRocks","0"
"BL2414","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateWater","0"
"BL2414","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateDecWood","0.15"
"BL2415","f","Wetland","Wetland","SubstrateOrganicMatter","0.98"
"BL2415","f","Wetland","Wetland","SubstrateMineralSoil","0"
"BL2415","f","Wetland","Wetland","SubstrateBedrock","0"
"BL2415","f","Wetland","Wetland","SubstrateWater","0.01"
"BL2415","f","Wetland","Wetland","SubstrateDecWood","0.01"
"BL2415","f","Wetland","Wetland","SubstrateRocks","0"
"BL2419","f","Wetland","Wetland","SubstrateOrganicMatter","0.97"
"BL2419","f","Wetland","Wetland","SubstrateMineralSoil","0"
"BL2419","f","Wetland","Wetland","SubstrateWater","0.02"
"BL2419","f","Wetland","Wetland","SubstrateBedrock","0"
"BL2419","f","Wetland","Wetland","SubstrateRocks","0"
"BL2419","f","Wetland","Wetland","SubstrateDecWood","0.01"
"BL2423","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateWater","0"
"BL2423","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateDecWood","0.1"
"BL2423","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateBedrock","0"
"BL2423","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateOrganicMatter","0.89"
"BL2423","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0"
"BL2423","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateRocks","0.01"
"BL2424","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateDecWood","0.15"
"BL2424","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateRocks","0"
"BL2424","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateWater","0"
"BL2424","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0"
"BL2424","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateBedrock","0"
"BL2424","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateOrganicMatter","0.85"
"BL2427","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateWater","0"
"BL2427","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateOrganicMatter","0.92"
"BL2427","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateBedrock","0"
"BL2427","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0"
"BL2427","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateRocks","0.01"
"BL2427","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateDecWood","0.07"
"BL2428","f","Wetland","Wetland","SubstrateBedrock","0"
"BL2428","f","Wetland","Wetland","SubstrateDecWood","0"
"BL2428","f","Wetland","Wetland","SubstrateOrganicMatter","1"
"BL2428","f","Wetland","Wetland","SubstrateRocks","0"
"BL2428","f","Wetland","Wetland","SubstrateMineralSoil","0"
"BL2428","f","Wetland","Wetland","SubstrateWater","0"
"BL2429","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateBedrock","0"
"BL2429","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0.01"
"BL2429","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateDecWood","0.02"
"BL2429","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateOrganicMatter","0.97"
"BL2429","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateRocks","0"
"BL2429","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateWater","0"
"BL2431","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateRocks","0.01"
"BL2431","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateBedrock","0"
"BL2431","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateMineralSoil","0"
"BL2431","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateOrganicMatter","0.94"
"BL2431","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateDecWood","0.05"
"BL2431","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateWater","0"
"BL2432","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateRocks","0.01"
"BL2432","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateBedrock","0"
"BL2432","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateMineralSoil","0"
"BL2432","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateOrganicMatter","0.97"
"BL2432","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateDecWood","0.02"
"BL2432","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateWater","0"
"BL2433","f","Wetland","Wetland","SubstrateBedrock","0"
"BL2433","f","Wetland","Wetland","SubstrateOrganicMatter","0.97"
"BL2433","f","Wetland","Wetland","SubstrateDecWood","0.02"
"BL2433","f","Wetland","Wetland","SubstrateRocks","0"
"BL2433","f","Wetland","Wetland","SubstrateMineralSoil","0"
"BL2433","f","Wetland","Wetland","SubstrateWater","0.01"
"BL2434","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateWater","0"
"BL2434","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateMineralSoil","0"
"BL2434","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateRocks","0.01"
"BL2434","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateOrganicMatter","0.94"
"BL2434","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateBedrock","0"
"BL2434","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateDecWood","0.05"
"BL2436","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateDecWood","0.15"
"BL2436","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateRocks","0.01"
"BL2436","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateMineralSoil","0.01"
"BL2436","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateBedrock","0"
"BL2436","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateWater","0"
"BL2436","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateOrganicMatter","0.83"
"BL2437","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateBedrock","0"
"BL2437","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateMineralSoil","0.01"
"BL2437","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateOrganicMatter","0.84"
"BL2437","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateWater","0"
"BL2437","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateRocks","0.05"
"BL2437","f","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateDecWood","0.1"
"BL2438","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateDecWood","0.15"
"BL2438","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateRocks","0.02"
"BL2438","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateMineralSoil","0.02"
"BL2438","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateWater","0"
"BL2438","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateBedrock","0"
"BL2438","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateOrganicMatter","0.81"
"BL2439","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateOrganicMatter","0.84"
"BL2439","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateBedrock","0"
"BL2439","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateMineralSoil","0"
"BL2439","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateDecWood","0.15"
"BL2439","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateRocks","0.01"
"BL2439","f","BF/BS Forest, Old","BF/BS Forest, Old","SubstrateWater","0"
"BL2440","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateOrganicMatter","0.98"
"BL2440","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0.01"
"BL2440","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateRocks","0"
"BL2440","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateBedrock","0"
"BL2440","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateDecWood","0.01"
"BL2440","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateWater","0"
"BL2441","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0.01"
"BL2441","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateRocks","0.02"
"BL2441","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateBedrock","0"
"BL2441","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateDecWood","0.07"
"BL2441","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateWater","0"
"BL2441","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateOrganicMatter","0.9"
"BL2442","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0"
"BL2442","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateDecWood","0.05"
"BL2442","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateRocks","0.01"
"BL2442","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateOrganicMatter","0.94"
"BL2442","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateBedrock","0"
"BL2442","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateWater","0"
"BL2443","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateWater","0"
"BL2443","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0"
"BL2443","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateOrganicMatter","0.96"
"BL2443","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateDecWood","0.03"
"BL2443","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateRocks","0.01"
"BL2443","f","BF/BS Forest, Early-Mid [Disturbed/Logged]","BF/BS Forest, Early-Mid","SubstrateBedrock","0"
"BL2446A","f","Wetland","Wetland","SubstrateWater","0"
"BL2446A","f","Wetland","Wetland","SubstrateBedrock","0"
"BL2446A","f","Wetland","Wetland","SubstrateMineralSoil","0"
"BL2446A","f","Wetland","Wetland","SubstrateDecWood","0"
"BL2446A","f","Wetland","Wetland","SubstrateRocks","0"
"BL2446A","f","Wetland","Wetland","SubstrateOrganicMatter","1"
"BL2447","f","Wetland","Wetland","SubstrateDecWood","0"
"BL2447","f","Wetland","Wetland","SubstrateBedrock","0"
"BL2447","f","Wetland","Wetland","SubstrateRocks","0"
"BL2447","f","Wetland","Wetland","SubstrateOrganicMatter","1"
"BL2447","f","Wetland","Wetland","SubstrateMineralSoil","0"
"BL2447","f","Wetland","Wetland","SubstrateWater","0"
"DP23-10","b","Wetland","Wetland","SubstrateBedrock","0"
"DP23-10","b","Wetland","Wetland","SubstrateDecWood","0.02"
"DP23-10","b","Wetland","Wetland","SubstrateWater","0"
"DP23-10","b","Wetland","Wetland","SubstrateMineralSoil","0"
"DP23-10","b","Wetland","Wetland","SubstrateRocks","0"
"DP23-10","b","Wetland","Wetland","SubstrateOrganicMatter","0.98"
"DP23-11","b","Wetland","Wetland","SubstrateRocks","0"
"DP23-11","b","Wetland","Wetland","SubstrateWater","0"
"DP23-11","b","Wetland","Wetland","SubstrateOrganicMatter","0.99"
"DP23-11","b","Wetland","Wetland","SubstrateMineralSoil","0"
"DP23-11","b","Wetland","Wetland","SubstrateBedrock","0"
"DP23-11","b","Wetland","Wetland","SubstrateDecWood","0.01"
"DP23-16","b","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateDecWood","0.01"
"DP23-16","b","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateMineralSoil","0"
"DP23-16","b","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateWater","0"
"DP23-16","b","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateRocks","0"
"DP23-16","b","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateOrganicMatter","0.99"
"DP23-16","b","BF/BS Forest, Mature","BF/BS Forest, Mature","SubstrateBedrock","0"
"DP23-18","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0"
"DP23-18","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","SubstrateRocks","0"
"DP23-18","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","SubstrateOrganicMatter","0.93"
"DP23-18","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","SubstrateBedrock","0"
"DP23-18","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","SubstrateWater","0"
"DP23-18","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","SubstrateDecWood","0.07"
"DP23-2","b","Wetland","Wetland","SubstrateWater","0.01"
"DP23-2","b","Wetland","Wetland","SubstrateOrganicMatter","0.989"
"DP23-2","b","Wetland","Wetland","SubstrateRocks","0"
"DP23-2","b","Wetland","Wetland","SubstrateMineralSoil","0"
"DP23-2","b","Wetland","Wetland","SubstrateBedrock","0"
"DP23-2","b","Wetland","Wetland","SubstrateDecWood","0.001"
"DP23-20","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","SubstrateWater","0"
"DP23-20","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","SubstrateMineralSoil","0"
