"plotCode","focalOrBenchmark","landCover","vegClass","species","cover"
"BB_V8","b","Wetland","Wetland","Rubus idaeus",0.05
"BB_V8","b","Wetland","Wetland","Sanguisorba canadensis",0.05
"BB_V8","b","Wetland","Wetland","Sphagnum sp.",0.5
"BB_V8","b","Wetland","Wetland","Typha latifolia",0.02
"BB_V8","b","Wetland","Wetland","Unidentified Grass",0.1
"BB_V8","b","Wetland","Wetland","Unidentified Rush",0.05
"BB_WL_7","b","Wetland","Wetland","Andromeda glaucophylla",0.02
"BB_WL_7","b","Wetland","Wetland","Aronia prunifolia",0.05
"BB_WL_7","b","Wetland","Wetland","Aster nemoralis",0.02
"BB_WL_7","b","Wetland","Wetland","Betula michauxii",0.1
"BB_WL_7","b","Wetland","Wetland","Betula pumila",0.02
"BB_WL_7","b","Wetland","Wetland","Carex oligosperma",0.6
"BB_WL_7","b","Wetland","Wetland","Chamaedaphne calyculata",0.1
"BB_WL_7","b","Wetland","Wetland","Juniperus communis",0.02
"BB_WL_7","b","Wetland","Wetland","Kalmia polifolia",0.02
"BB_WL_7","b","Wetland","Wetland","Larix laricina",0.05
"BB_WL_7","b","Wetland","Wetland","Lonicera villosa",0.02
"BB_WL_7","b","Wetland","Wetland","Myrica gale",0.1
"BB_WL_7","b","Wetland","Wetland",NA,0.02
"BB_WL_7","b","Wetland","Wetland","Picea mariana",0.05
"BB_WL_7","b","Wetland","Wetland","Pleurozium schreberi",0.05
"BB_WL_7","b","Wetland","Wetland","Rosa nitida",0.02
"BB_WL_7","b","Wetland","Wetland","Sanguisorba canadensis",0.02
"BB_WL_7","b","Wetland","Wetland","Sarracenia purpurea",0.02
"BB_WL_7","b","Wetland","Wetland","Sphagnum sp.",0.9
"BB_WL_7","b","Wetland","Wetland","Vaccinium oxycoccos",0.02
"BB_WL1","b","Wetland","Wetland","Agrostis capillaris",0.3
"BB_WL1","b","Wetland","Wetland","Andromeda glaucophylla",0.02
"BB_WL1","b","Wetland","Wetland","Aronia prunifolia",0.02
"BB_WL1","b","Wetland","Wetland","Aster nemoralis",0.05
"BB_WL1","b","Wetland","Wetland","Betula michauxii",0.15
"BB_WL1","b","Wetland","Wetland","Carex oligosperma",0.3
"BB_WL1","b","Wetland","Wetland","Chamaedaphne calyculata",0.1
"BB_WL1","b","Wetland","Wetland","Cladonia raniferina",0.02
"BB_WL1","b","Wetland","Wetland","Juniperus communis",0.05
"BB_WL1","b","Wetland","Wetland","Kalmia polifolia",0.02
"BB_WL1","b","Wetland","Wetland","Larix laricina",0.05
"BB_WL1","b","Wetland","Wetland","Myrica gale",0.1
"BB_WL1","b","Wetland","Wetland",NA,0.02
"BB_WL1","b","Wetland","Wetland","Picea mariana",0.05
"BB_WL1","b","Wetland","Wetland","Polytrichum strictum",0.05
"BB_WL1","b","Wetland","Wetland","Rosa nitida",0.02
"BB_WL1","b","Wetland","Wetland","Sanguisorba canadensis",0.02
"BB_WL1","b","Wetland","Wetland","Sarracenia purpurea",0.02
"BB_WL1","b","Wetland","Wetland","Sphagnum sp.",0.95
"BB_WL1","b","Wetland","Wetland","Unidentified Sedge",0.05
"BB_WL1","b","Wetland","Wetland","Vaccinium oxycoccos",0.02
"BB_WL10","b","Wetland","Wetland","Andromeda glaucophylla",0.02
"BB_WL10","b","Wetland","Wetland","Chamaedaphne calyculata",0.15
"BB_WL10","b","Wetland","Wetland","Cladonia raniferina",0.3
"BB_WL10","b","Wetland","Wetland","Empetrum spp.",0.05
"BB_WL10","b","Wetland","Wetland","Eriophorum angustifolium",0.02
"BB_WL10","b","Wetland","Wetland","Kalmia angustifolia",0.05
"BB_WL10","b","Wetland","Wetland","Kalmia polifolia",0.05
"BB_WL10","b","Wetland","Wetland","Larix laricina",0.05
"BB_WL10","b","Wetland","Wetland",NA,0.02
"BB_WL10","b","Wetland","Wetland","Picea mariana",0.1
"BB_WL10","b","Wetland","Wetland","Rubus chamaemorus",0.05
"BB_WL10","b","Wetland","Wetland","Sarracenia purpurea",0.02
"BB_WL10","b","Wetland","Wetland","Sphagnum sp.",0.7
"BB_WL10","b","Wetland","Wetland","Unidentified Rush",0.25
"BB_WL10","b","Wetland","Wetland","Vaccinium macrocarpon",0.02
"BB_WL10","b","Wetland","Wetland","Vaccinium oxycoccos",0.02
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Agrostis capillaris",0.2
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Anaphalis margaritacea",0.05
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Aralia hispida",0.02
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Euthamia graminifolia",0.2
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Hieracium sp.",0.1
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Kalmia angustifolia",0.02
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Lentodon autumnalis",0.02
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Polytrichum strictum",0.02
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Rosa nitida",0.02
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Rubus idaeus",0.02
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Rubus pubescens",0.02
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Rumex acetosella",0.05
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Salix discolor",0.02
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Tussilago farfara",0.1
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Unidentified Grass",0.05
"BBA7OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Vaccinium angustifolium",0.02
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Agrostis capillaris",0.6
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Anaphalis margaritacea",0.4
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Aralia hispida",0.02
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Aster umbellatus",0.02
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Calamagrostis canadensis",0.05
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Chamerion angustifolium",0.05
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Equisetum arvense",0.02
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Euthamia graminifolia",0.4
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Lentodon autumnalis",0.1
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Oenothera parviflora",0.02
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Pleurozium schreberi",0.05
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Polytrichum strictum",0.05
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Ranunculus repens",0.02
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Rubus idaeus",0.05
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Rubus pubescens",0.02
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Scirpus cyperinus",0.02
"BBA8OCT","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Tussilago farfara",0.05
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Abies balsamea",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Agrostis capillaris",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Anaphalis margaritacea",0.1
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Betula alleghaniensis",0.05
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Carex scoparia",0.1
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Chamerion angustifolium",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Cladonia cristatella",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Equisetum arvense",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Euthamia graminifolia",0.1
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Gaultheria hispidula",0.1
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Hieracium aurantiacum",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Hieracium caespitosum ",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Juncus effusus",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Juncus tenuis",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Kalmia angustifolia",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Larix laricina",0.05
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid",NA,0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Picea mariana",0.05
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Pleurozium schreberi",0.3
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Polytrichum strictum",0.3
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Ptilium crista-castrensis",0.1
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Rubus idaeus",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Salix discolor",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Sanguisorba canadensis",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Scirpus cyperinus",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Solidago rugosa",0.05
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Sphagnum sp.",0.1
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Tussilago farfara",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Unidentified Grass",0.1
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Unidentified Herbaceous Plant",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Unidentified Rush",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Vaccinium angustifolium",0.02
"BBAOCT1","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Viola sp.",0.02
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Agrostis capillaris",0.5
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Anaphalis margaritacea",0.02
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Calamagrostis canadensis",0.5
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Euthamia graminifolia",0.05
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Glyceria canadensis",0.05
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Hieracium lachenalii",0.02
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Juncus effusus",0.05
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Juncus tenuis",0.1
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Phleum pratense",0.02
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Plantago major",0.02
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Polytrichum strictum",0.1
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Ranunculus repens",0.02
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Rubus idaeus",0.02
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Sanguisorba canadensis",0.02
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Scirpus cyperinus",0.2
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Solidago rugosa",0.02
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Taraxicum officinale",0.02
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Tussilago farfara",0.02
"BBAOct2","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Viola sp.",0.02
"BBAOct3","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Anaphalis margaritacea",0.05
"BBAOct3","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Chamerion angustifolium",0.02
"BBAOct3","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Euthamia graminifolia",0.2
"BBAOct3","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Fragaria virginiana",0.02
"BBAOct3","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Hieracium lachenalii",0.02
"BBAOct3","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Oenothera parviflora",0.02
"BBAOct3","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Rubus idaeus",0.02
"BBAOct3","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Rumex acetosella",0.05
"BBAOct3","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Unidentified Grass",0.02
"BBAOct3","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Veronica officinalis",0.02
"BBAOct3","f","BF/BS Forest, Early-Mid [Reclaimed]","BF/BS Forest, Early-Mid","Viola sp.",0.02
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Abies balsamea",0.05
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Agrostis scabra",0.02
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Anaphalis margaritacea",0.02
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Aralia hispida",0.02
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Aster umbellatus",0.02
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Betula papyrifera",0.05
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Chamerion angustifolium",0.02
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Cladonia cristatella",0.02
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Cornus canadensis",0.35
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Euthamia graminifolia",0.05
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Gaultheria hispidula",0.2
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Hylocomium splendens",0.15
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Juncus effusus",0.05
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Kalmia angustifolia",0.2
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid",NA,0.05
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Picea mariana",0.25
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Pleurozium schreberi",0.4
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Polytrichum strictum",0.1
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Prunus pensylvanica",0.02
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Rosa nitida",0.02
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Rubus idaeus",0.2
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Rubus pubescens",0.15
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Scirpus cyperinus",0.02
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Solidago rugosa",0.02
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Unidentified Herbaceous Plant",0.02
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Vaccinium angustifolium",0.05
"BBREGO","f","BF/BS Forest, Early-Mid [Established Rec]","BF/BS Forest, Early-Mid","Vaccinium vitis-idaea",0.02
"BBS6REV","b","Wetland","Wetland","Chamaedaphne calyculata",0.1
"BBS6REV","b","Wetland","Wetland","Cladonia raniferina",0.02
"BBS6REV","b","Wetland","Wetland","Coptis trifolia",0.02
"BBS6REV","b","Wetland","Wetland","Cornus canadensis",0.05
"BBS6REV","b","Wetland","Wetland","Eriophorum angustifolium",0.02
"BBS6REV","b","Wetland","Wetland","Gaultheria hispidula",0.05
"BBS6REV","b","Wetland","Wetland","Kalmia angustifolia",0.2
"BBS6REV","b","Wetland","Wetland","Kalmia polifolia",0.02
"BBS6REV","b","Wetland","Wetland","Lycopodium annotinum",0.02
"BBS6REV","b","Wetland","Wetland","Maianthemum canadense",0.02
"BBS6REV","b","Wetland","Wetland","Myrica gale",0.05
"BBS6REV","b","Wetland","Wetland",NA,0.1
"BBS6REV","b","Wetland","Wetland","Picea mariana",0.45
"BBS6REV","b","Wetland","Wetland","Sphagnum sp.",0.95
"BBS6REV","b","Wetland","Wetland","Vaccinium angustifolium",0.02
"BBS6REV","b","Wetland","Wetland","Vaccinium oxycoccos",0.02
"BBS6REV","b","Wetland","Wetland","Vaccinium vitis-idaea",0.02
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Abies balsamea",0.4
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Clintonia borealis",0.05
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Cornus canadensis",0.1
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Gaultheria hispidula",0.1
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Hylocomium splendens",0.2
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Linnaea borealis",0.05
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Picea mariana",0.85
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Pleurozium schreberi",0.2
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Ptilium crista-castrensis",0.25
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Sphagnum sp.",0.2
"BBV2REV","b","BF/BS Forest, Early-Mid","BF/BS Forest, Early-Mid","Vaccinium angustifolium",0.05
"BBWL4","b","Wetland","Wetland","Chamaedaphne calyculata",0.1
"BBWL4","b","Wetland","Wetland","Cladonia raniferina",0.3
"BBWL4","b","Wetland","Wetland","Eleocharis tenuis",0.05
"BBWL4","b","Wetland","Wetland","Eriophorum virginicum",0.02
"BBWL4","b","Wetland","Wetland","Kalmia angustifolia",0.05
"BBWL4","b","Wetland","Wetland","Kalmia polifolia",0.05
"BBWL4","b","Wetland","Wetland",NA,0.05
"BBWL4","b","Wetland","Wetland","Picea mariana",0.1
"BBWL4","b","Wetland","Wetland","Rubus chamaemorus",0.02
"BBWL4","b","Wetland","Wetland","Sarracenia purpurea",0.02
"BBWL4","b","Wetland","Wetland","Sphagnum sp.",0.95
"BBWL4","b","Wetland","Wetland","Vaccinium oxycoccos",0.02
"DP23-10","b","Wetland","Wetland","Abies balsamea",0.15
"DP23-10","b","Wetland","Wetland","Carex limosa",0.01
"DP23-10","b","Wetland","Wetland","Clintonia borealis",0.001
"DP23-10","b","Wetland","Wetland","Coptis trifolia",0.01
"DP23-10","b","Wetland","Wetland","Cornus canadensis",0.07
"DP23-10","b","Wetland","Wetland","Gaultheria hispidula",0.005
"DP23-10","b","Wetland","Wetland","Kalmia angustifolia",0.1
"DP23-10","b","Wetland","Wetland","Linnaea borealis subsp. longiflora",0.005
"DP23-10","b","Wetland","Wetland","Lycopodium spp.",0.1
"DP23-10","b","Wetland","Wetland","Maianthemum trifolium",0.02
"DP23-10","b","Wetland","Wetland",NA,0.25
"DP23-10","b","Wetland","Wetland","Picea mariana",0.2
"DP23-10","b","Wetland","Wetland","Pleurozium schreberi",0.01
"DP23-10","b","Wetland","Wetland","Rhododendron groenlandicum",0.1
"DP23-10","b","Wetland","Wetland","Rubus chamaemorus",0.01
"DP23-10","b","Wetland","Wetland","Rubus pubescens",0.01
"DP23-10","b","Wetland","Wetland","Scirpus cyperinus",0.01
"DP23-10","b","Wetland","Wetland","Sphagnum capillifolium",0.65
"DP23-10","b","Wetland","Wetland","Vaccinium angustifolium",0.07
"DP23-11","b","Wetland","Wetland","Cornus canadensis",0.05
"DP23-11","b","Wetland","Wetland","Dicranum polysetum",0.005
"DP23-11","b","Wetland","Wetland","Gaultheria hispidula",0.02
