"stem_id","plotCode","focalOrBenchmark","landCover","vegClass","subplot","ind","ind_id","stratum","species","dbh_cm","ba_m2"
31,"Plot101","f","Stratum-W11-2","W11","1",2,"Plot101_2","Stems 2.5-10 cm DBH","Pinus nigra",8,0.005026548245743669
36,"Plot101","f","Stratum-W11-2","W11","2",7,"Plot101_7","Stems >=10 cm DBH","Quercus cerris",12.5,0.01227184630308513
33,"Plot101","f","Stratum-W11-2","W11","1",4,"Plot101_4","Stems 2.5-10 cm DBH","Pinus nigra",7,0.0038484510006474965
34,"Plot101","f","Stratum-W11-2","W11","1",5,"Plot101_5","Stems >=10 cm DBH","Pinus nigra",24,0.04523893421169302
35,"Plot101","f","Stratum-W11-2","W11","1",6,"Plot101_6","Stems >=10 cm DBH","Quercus frainetto",13,0.013273228961416876
40,"Plot101","f","Stratum-W11-2","W11","2",11,"Plot101_11","Stems 2.5-10 cm DBH","Quercus frainetto",9,0.0063617251235193305
41,"Plot101","f","Stratum-W11-2","W11","2",12,"Plot101_12","Stems 2.5-10 cm DBH","Quercus frainetto",8,0.005026548245743669
42,"Plot101","f","Stratum-W11-2","W11","2",13,"Plot101_13","Stems >=10 cm DBH","Pinus nigra",26,0.053092915845667506
43,"Plot101","f","Stratum-W11-2","W11","3",14,"Plot101_14","Stems >=10 cm DBH","Quercus cerris",10,0.007853981633974483
44,"Plot101","f","Stratum-W11-2","W11","3",15,"Plot101_15","Stems 2.5-10 cm DBH","Quercus cerris",3,7.068583470577034e-4
45,"Plot101","f","Stratum-W11-2","W11","3",16,"Plot101_16","Stems 2.5-10 cm DBH","Fraxinus ornus",3.5,9.621127501618741e-4
46,"Plot101","f","Stratum-W11-2","W11","3",17,"Plot101_17","Stems >=10 cm DBH","Quercus cerris",13,0.013273228961416876
38,"Plot101","f","Stratum-W11-2","W11","2",9,"Plot101_9","Stems >=10 cm DBH","Quercus frainetto",12,0.011309733552923255
39,"Plot101","f","Stratum-W11-2","W11","2",10,"Plot101_10","Stems >=10 cm DBH","Pinus nigra",26,0.053092915845667506
3332,"Plot101","f","Stratum-W11-2","W11","1",1,"Plot101_1","Stems >=10 cm DBH","Quercus cerris",11,0.009503317777109124
37,"Plot101","f","Stratum-W11-2","W11","2",8,"Plot101_8","Stems >=10 cm DBH","Quercus frainetto",13,0.013273228961416876
3333,"Plot101","f","Stratum-W11-2","W11","2",12,"Plot101_12","Stems 2.5-10 cm DBH","Quercus frainetto",7,0.0038484510006474965
47,"Plot102","f","Stratum-W11-2","W11","1",1,"Plot102_1","Stems >=10 cm DBH","Pyrus spinosa",10,0.007853981633974483
48,"Plot102","f","Stratum-W11-2","W11","1",2,"Plot102_2","Stems >=10 cm DBH","Quercus trojana",21,0.03463605900582747
49,"Plot102","f","Stratum-W11-2","W11","1",3,"Plot102_3","Stems 2.5-10 cm DBH","Fraxinus ornus",6,0.0028274333882308137
55,"Plot102","f","Stratum-W11-2","W11","3",9,"Plot102_9","Stems 2.5-10 cm DBH","Fraxinus ornus",5,0.001963495408493621
56,"Plot102","f","Stratum-W11-2","W11","3",10,"Plot102_10","Stems 2.5-10 cm DBH","Fraxinus ornus",6,0.0028274333882308137
3336,"Plot102","f","Stratum-W11-2","W11","3",8,"Plot102_8","Stems 2.5-10 cm DBH","Fraxinus ornus",3,7.068583470577034e-4
3337,"Plot102","f","Stratum-W11-2","W11","3",9,"Plot102_9","Stems 2.5-10 cm DBH","Fraxinus ornus",2.5,4.908738521234052e-4
3338,"Plot102","f","Stratum-W11-2","W11","3",10,"Plot102_10","Stems 2.5-10 cm DBH","Fraxinus ornus",2.5,4.908738521234052e-4
4674,"Plot102","f","Stratum-W11-2","W11","1",3,"Plot102_3","Stems 2.5-10 cm DBH","Fraxinus ornus",4,0.0012566370614359172
4068,"Plot102","f","Stratum-W11-2","W11","1",3,"Plot102_3","Stems 2.5-10 cm DBH","Fraxinus ornus",3,7.068583470577034e-4
4069,"Plot102","f","Stratum-W11-2","W11","3",8,"Plot102_8","Stems 2.5-10 cm DBH","Fraxinus ornus",3,7.068583470577034e-4
4070,"Plot102","f","Stratum-W11-2","W11","3",9,"Plot102_9","Stems 2.5-10 cm DBH","Fraxinus ornus",3,7.068583470577034e-4
4071,"Plot102","f","Stratum-W11-2","W11","3",10,"Plot102_10","Stems 2.5-10 cm DBH","Fraxinus ornus",2.5,4.908738521234052e-4
52,"Plot102","f","Stratum-W11-2","W11","2",6,"Plot102_6","Stems 2.5-10 cm DBH","Fraxinus ornus",7,0.0038484510006474965
4773,"Plot102","f","Stratum-W11-2","W11","1",3,"Plot102_3","Stems 2.5-10 cm DBH","Fraxinus ornus",5,0.001963495408493621
50,"Plot102","f","Stratum-W11-2","W11","1",4,"Plot102_4","Stems >=10 cm DBH","Quercus cerris",12,0.011309733552923255
51,"Plot102","f","Stratum-W11-2","W11","2",5,"Plot102_5","Stems 2.5-10 cm DBH","Pyrus spinosa",5.5,0.002375829444277281
3335,"Plot102","f","Stratum-W11-2","W11","2",6,"Plot102_6","Stems 2.5-10 cm DBH","Fraxinus ornus",3,7.068583470577034e-4
4468,"Plot102","f","Stratum-W11-2","W11","1",3,"Plot102_3","Stems 2.5-10 cm DBH","Fraxinus ornus",2.5,4.908738521234052e-4
4469,"Plot102","f","Stratum-W11-2","W11","3",9,"Plot102_9","Stems 2.5-10 cm DBH","Fraxinus ornus",2.5,4.908738521234052e-4
4470,"Plot102","f","Stratum-W11-2","W11","3",10,"Plot102_10","Stems 2.5-10 cm DBH","Fraxinus ornus",3,7.068583470577034e-4
54,"Plot102","f","Stratum-W11-2","W11","3",8,"Plot102_8","Stems 2.5-10 cm DBH","Fraxinus ornus",7.5,0.004417864669110647
3334,"Plot102","f","Stratum-W11-2","W11","1",3,"Plot102_3","Stems 2.5-10 cm DBH","Fraxinus ornus",2.5,4.908738521234052e-4
4675,"Plot102","f","Stratum-W11-2","W11","3",10,"Plot102_10","Stems 2.5-10 cm DBH","Fraxinus ornus",3,7.068583470577034e-4
53,"Plot102","f","Stratum-W11-2","W11","3",7,"Plot102_7","Stems >=10 cm DBH","Quercus cerris",14,0.015393804002589986
60,"Plot103","f","Stratum-W11-2","W11","1",4,"Plot103_4","Stems 2.5-10 cm DBH","Quercus frainetto",3,7.068583470577034e-4
65,"Plot103","f","Stratum-W11-2","W11","2",9,"Plot103_9","Stems >=10 cm DBH","Quercus petraea",13,0.013273228961416876
57,"Plot103","f","Stratum-W11-2","W11","1",1,"Plot103_1","Stems >=10 cm DBH","Quercus cerris",12,0.011309733552923255
66,"Plot103","f","Stratum-W11-2","W11","2",10,"Plot103_10","Stems 2.5-10 cm DBH","Quercus petraea",9,0.0063617251235193305
61,"Plot103","f","Stratum-W11-2","W11","1",5,"Plot103_5","Stems 2.5-10 cm DBH","Quercus frainetto",6.5,0.003318307240354219
62,"Plot103","f","Stratum-W11-2","W11","1",6,"Plot103_6","Stems >=10 cm DBH","Quercus petraea",12,0.011309733552923255
70,"Plot103","f","Stratum-W11-2","W11","3",14,"Plot103_14","Stems 2.5-10 cm DBH","Quercus cerris",7,0.0038484510006474965
67,"Plot103","f","Stratum-W11-2","W11","2",11,"Plot103_11","Stems 2.5-10 cm DBH","Carpinus orientalis",5,0.001963495408493621
68,"Plot103","f","Stratum-W11-2","W11","2",12,"Plot103_12","Stems >=10 cm DBH","Pinus nigra",11,0.009503317777109124
69,"Plot103","f","Stratum-W11-2","W11","2",13,"Plot103_13","Stems >=10 cm DBH","Quercus petraea",12,0.011309733552923255
59,"Plot103","f","Stratum-W11-2","W11","1",3,"Plot103_3","Stems >=10 cm DBH","Pinus nigra",11,0.009503317777109124
63,"Plot103","f","Stratum-W11-2","W11","1",7,"Plot103_7","Stems >=10 cm DBH","Quercus cerris",15,0.017671458676442587
64,"Plot103","f","Stratum-W11-2","W11","1",8,"Plot103_8","Stems >=10 cm DBH","Quercus cerris",16,0.020106192982974676
58,"Plot103","f","Stratum-W11-2","W11","1",2,"Plot103_2","Stems >=10 cm DBH","Quercus frainetto",14,0.015393804002589986
3342,"Plot103","f","Stratum-W11-2","W11","3",14,"Plot103_14","Stems 2.5-10 cm DBH","Quercus cerris",9,0.0063617251235193305
3341,"Plot103","f","Stratum-W11-2","W11","1",8,"Plot103_8","Stems >=10 cm DBH","Quercus cerris",10.5,0.008659014751456867
71,"Plot103","f","Stratum-W11-2","W11","3",15,"Plot103_15","Stems 2.5-10 cm DBH","Quercus cerris",5,0.001963495408493621
4072,"Plot103","f","Stratum-W11-2","W11","1",4,"Plot103_4","Stems 2.5-10 cm DBH","Quercus frainetto",4,0.0012566370614359172
3340,"Plot103","f","Stratum-W11-2","W11","1",5,"Plot103_5","Stems 2.5-10 cm DBH","Quercus frainetto",7,0.0038484510006474965
72,"Plot103","f","Stratum-W11-2","W11","3",16,"Plot103_16","Stems 2.5-10 cm DBH","Quercus frainetto",8.5,0.0056745017305465635
3339,"Plot103","f","Stratum-W11-2","W11","1",4,"Plot103_4","Stems 2.5-10 cm DBH","Quercus frainetto",3,7.068583470577034e-4
75,"Plot104","f","Stratum-W11-2","W11","1",3,"Plot104_3","Stems 2.5-10 cm DBH","Quercus frainetto",2.5,4.908738521234052e-4
76,"Plot104","f","Stratum-W11-2","W11","1",4,"Plot104_4","Stems >=10 cm DBH","Quercus frainetto",13.9,0.015174677915002098
74,"Plot104","f","Stratum-W11-2","W11","1",2,"Plot104_2","Stems 2.5-10 cm DBH","Fraxinus ornus",4.9,0.0018857409903172736
83,"Plot104","f","Stratum-W11-2","W11","2",11,"Plot104_11","Stems 2.5-10 cm DBH","Fraxinus ornus",3.9,0.0011945906065275187
88,"Plot104","f","Stratum-W11-2","W11","2",16,"Plot104_16","Stems >=10 cm DBH","Quercus frainetto",11.9,0.011122023391871266
73,"Plot104","f","Stratum-W11-2","W11","1",1,"Plot104_1","Stems 2.5-10 cm DBH","Fraxinus ornus",4,0.0012566370614359172
87,"Plot104","f","Stratum-W11-2","W11","2",15,"Plot104_15","Stems >=10 cm DBH","Quercus frainetto",11.8,0.01093588402714607
92,"Plot104","f","Stratum-W11-2","W11","3",20,"Plot104_20","Stems 2.5-10 cm DBH","Fraxinus ornus",5,0.001963495408493621
89,"Plot104","f","Stratum-W11-2","W11","3",17,"Plot104_17","Stems >=10 cm DBH","Quercus frainetto",27.3,0.05853493971984843
77,"Plot104","f","Stratum-W11-2","W11","1",5,"Plot104_5","Stems >=10 cm DBH","Quercus frainetto",18.9,0.028055207794720247
78,"Plot104","f","Stratum-W11-2","W11","1",6,"Plot104_6","Stems >=10 cm DBH","Quercus frainetto",13.5,0.014313881527918494
4074,"Plot104","f","Stratum-W11-2","W11","2",8,"Plot104_8","Stems 2.5-10 cm DBH","Quercus frainetto",9.8,0.0075429639612690945
84,"Plot104","f","Stratum-W11-2","W11","2",12,"Plot104_12","Stems 2.5-10 cm DBH","Fraxinus ornus",4.3,0.0014522012041218817
85,"Plot104","f","Stratum-W11-2","W11","2",13,"Plot104_13","Stems >=10 cm DBH","Quercus frainetto",12.8,0.012867963509103793
86,"Plot104","f","Stratum-W11-2","W11","2",14,"Plot104_14","Stems >=10 cm DBH","Quercus frainetto",10.9,0.009331315579325082
4078,"Plot104","f","Stratum-W11-2","W11","3",18,"Plot104_18","Stems 2.5-10 cm DBH","Fraxinus ornus",3.1,7.547676350249479e-4
4079,"Plot104","f","Stratum-W11-2","W11","3",19,"Plot104_19","Stems 2.5-10 cm DBH","Fraxinus ornus",3.1,7.547676350249479e-4
3351,"Plot104","f","Stratum-W11-2","W11","3",19,"Plot104_19","Stems 2.5-10 cm DBH","Fraxinus ornus",3.2,8.042477193189871e-4
90,"Plot104","f","Stratum-W11-2","W11","3",18,"Plot104_18","Stems 2.5-10 cm DBH","Fraxinus ornus",4.2,0.0013854423602330987
91,"Plot104","f","Stratum-W11-2","W11","3",19,"Plot104_19","Stems 2.5-10 cm DBH","Fraxinus ornus",5,0.001963495408493621
4073,"Plot104","f","Stratum-W11-2","W11","1",2,"Plot104_2","Stems 2.5-10 cm DBH","Fraxinus ornus",2.5,4.908738521234052e-4
80,"Plot104","f","Stratum-W11-2","W11","2",8,"Plot104_8","Stems >=10 cm DBH","Quercus frainetto",10.5,0.008659014751456867
81,"Plot104","f","Stratum-W11-2","W11","2",9,"Plot104_9","Stems 2.5-10 cm DBH","Quercus frainetto",8.5,0.0056745017305465635
82,"Plot104","f","Stratum-W11-2","W11","2",10,"Plot104_10","Stems 2.5-10 cm DBH","Fraxinus ornus",4.2,0.0013854423602330987
4471,"Plot104","f","Stratum-W11-2","W11","1",2,"Plot104_2","Stems 2.5-10 cm DBH","Fraxinus ornus",3.5,9.621127501618741e-4
4075,"Plot104","f","Stratum-W11-2","W11","2",9,"Plot104_9","Stems 2.5-10 cm DBH","Quercus frainetto",5.8,0.002642079421669016
4076,"Plot104","f","Stratum-W11-2","W11","2",10,"Plot104_10","Stems 2.5-10 cm DBH","Fraxinus ornus",5.5,0.002375829444277281
4077,"Plot104","f","Stratum-W11-2","W11","2",12,"Plot104_12","Stems 2.5-10 cm DBH","Fraxinus ornus",2.9,6.60519855417254e-4
3345,"Plot104","f","Stratum-W11-2","W11","2",8,"Plot104_8","Stems 2.5-10 cm DBH","Quercus frainetto",4.1,0.0013202543126711104
4472,"Plot104","f","Stratum-W11-2","W11","2",10,"Plot104_10","Stems 2.5-10 cm DBH","Fraxinus ornus",3.8,0.0011341149479459152
4473,"Plot104","f","Stratum-W11-2","W11","3",19,"Plot104_19","Stems 2.5-10 cm DBH","Fraxinus ornus",4.3,0.0014522012041218817
3350,"Plot104","f","Stratum-W11-2","W11","3",18,"Plot104_18","Stems 2.5-10 cm DBH","Fraxinus ornus",3,7.068583470577034e-4
3349,"Plot104","f","Stratum-W11-2","W11","2",12,"Plot104_12","Stems 2.5-10 cm DBH","Fraxinus ornus",2.7,5.725552611167399e-4
3346,"Plot104","f","Stratum-W11-2","W11","2",9,"Plot104_9","Stems 2.5-10 cm DBH","Quercus frainetto",5.2,0.0021237166338267
79,"Plot104","f","Stratum-W11-2","W11","1",7,"Plot104_7","Stems 2.5-10 cm DBH","Carpinus orientalis",2.5,4.908738521234052e-4
93,"Plot104","f","Stratum-W11-2","W11","3",21,"Plot104_21","Stems >=10 cm DBH","Quercus frainetto",12.2,0.011689866264007618
3343,"Plot104","f","Stratum-W11-2","W11","1",2,"Plot104_2","Stems 2.5-10 cm DBH","Fraxinus ornus",4.2,0.0013854423602330987
3344,"Plot104","f","Stratum-W11-2","W11","1",4,"Plot104_4","Stems 2.5-10 cm DBH","Quercus frainetto",7.5,0.004417864669110647
3347,"Plot104","f","Stratum-W11-2","W11","2",10,"Plot104_10","Stems 2.5-10 cm DBH","Fraxinus ornus",3.8,0.0011341149479459152
3348,"Plot104","f","Stratum-W11-2","W11","2",11,"Plot104_11","Stems 2.5-10 cm DBH","Fraxinus ornus",3,7.068583470577034e-4
3354,"Plot105","f","Stratum-W11-2","W11","1",6,"Plot105_6","Stems >=10 cm DBH","Quercus frainetto",10.4,0.0084948665353068
104,"Plot105","f","Stratum-W11-2","W11","3",11,"Plot105_11","Stems >=10 cm DBH","Quercus frainetto",10,0.007853981633974483
3353,"Plot105","f","Stratum-W11-2","W11","1",5,"Plot105_5","Stems 2.5-10 cm DBH","Quercus frainetto",8.1,0.005152997350050658
95,"Plot105","f","Stratum-W11-2","W11","1",2,"Plot105_2","Stems 2.5-10 cm DBH","Quercus cerris",2.8,6.157521601035993e-4
94,"Plot105","f","Stratum-W11-2","W11","1",1,"Plot105_1","Stems >=10 cm DBH","Quercus frainetto",10,0.007853981633974483
3352,"Plot105","f","Stratum-W11-2","W11","1",3,"Plot105_3","Stems 2.5-10 cm DBH","Quercus frainetto",4.5,0.0015904312808798326
103,"Plot105","f","Stratum-W11-2","W11","2",10,"Plot105_10","Stems 2.5-10 cm DBH","Quercus cerris",2.6,5.30929158456675e-4
101,"Plot105","f","Stratum-W11-2","W11","2",8,"Plot105_8","Stems 2.5-10 cm DBH","Quercus frainetto",8,0.005026548245743669
105,"Plot105","f","Stratum-W11-2","W11","3",12,"Plot105_12","Stems 2.5-10 cm DBH","Quercus frainetto",8.9,0.006221138852271189
106,"Plot105","f","Stratum-W11-2","W11","3",13,"Plot105_13","Stems 2.5-10 cm DBH","Quercus frainetto",9.8,0.0075429639612690945
107,"Plot105","f","Stratum-W11-2","W11","3",14,"Plot105_14","Stems 2.5-10 cm DBH","Quercus frainetto",8.2,0.005281017250684442
108,"Plot105","f","Stratum-W11-2","W11","3",15,"Plot105_15","Stems 2.5-10 cm DBH","Quercus frainetto",8.5,0.0056745017305465635
109,"Plot105","f","Stratum-W11-2","W11","3",16,"Plot105_16","Stems 2.5-10 cm DBH","Quercus frainetto",5.3,0.002206183440983432
110,"Plot105","f","Stratum-W11-2","W11","3",17,"Plot105_17","Stems 2.5-10 cm DBH","Quercus frainetto",3.9,0.0011945906065275187
111,"Plot105","f","Stratum-W11-2","W11","3",18,"Plot105_18","Stems 2.5-10 cm DBH","Quercus frainetto",6.8,0.0036316811075498
96,"Plot105","f","Stratum-W11-2","W11","1",3,"Plot105_3","Stems 2.5-10 cm DBH","Quercus frainetto",8.7,0.005944678698755285
97,"Plot105","f","Stratum-W11-2","W11","1",4,"Plot105_4","Stems 2.5-10 cm DBH","Quercus frainetto",6.9,0.0037392806559352516
98,"Plot105","f","Stratum-W11-2","W11","1",5,"Plot105_5","Stems 2.5-10 cm DBH","Quercus frainetto",6.1,0.0029224665660019045
102,"Plot105","f","Stratum-W11-2","W11","2",9,"Plot105_9","Stems 2.5-10 cm DBH","Fraxinus ornus",6.2,0.0030190705400997917
99,"Plot105","f","Stratum-W11-2","W11","1",6,"Plot105_6","Stems >=10 cm DBH","Quercus frainetto",10.9,0.009331315579325082
100,"Plot105","f","Stratum-W11-2","W11","2",7,"Plot105_7","Stems >=10 cm DBH","Quercus frainetto",10.2,0.008171282491987052
113,"Plot105","f","Stratum-W11-2","W11","3",20,"Plot105_20","Stems 2.5-10 cm DBH","Carpinus orientalis",4.1,0.0013202543126711104
112,"Plot105","f","Stratum-W11-2","W11","3",19,"Plot105_19","Stems 2.5-10 cm DBH","Quercus frainetto",3.9,0.0011945906065275187
121,"Plot106","f","Stratum-W11-2","W11","2",8,"Plot106_8","Stems >=10 cm DBH","Quercus frainetto",15,0.017671458676442587
122,"Plot106","f","Stratum-W11-2","W11","2",9,"Plot106_9","Stems >=10 cm DBH","Quercus frainetto",12.5,0.01227184630308513
120,"Plot106","f","Stratum-W11-2","W11","1",7,"Plot106_7","Stems >=10 cm DBH","Quercus petraea",11.3,0.010028749148422018
125,"Plot106","f","Stratum-W11-2","W11","3",12,"Plot106_12","Stems 2.5-10 cm DBH","Fraxinus ornus",9.2,0.006647610054996001
126,"Plot106","f","Stratum-W11-2","W11","3",13,"Plot106_13","Stems >=10 cm DBH","Quercus frainetto",10,0.007853981633974483
123,"Plot106","f","Stratum-W11-2","W11","2",10,"Plot106_10","Stems >=10 cm DBH","Quercus frainetto",13.2,0.013684777599037136
124,"Plot106","f","Stratum-W11-2","W11","3",11,"Plot106_11","Stems >=10 cm DBH","Quercus frainetto",15.1,0.01790786352362522
129,"Plot106","f","Stratum-W11-2","W11","3",16,"Plot106_16","Stems 2.5-10 cm DBH","Sorbus domestica",5.7,0.0025517586328783095
130,"Plot106","f","Stratum-W11-2","W11","3",17,"Plot106_17","Stems >=10 cm DBH","Quercus frainetto",13.3,0.013892908112337463
131,"Plot106","f","Stratum-W11-2","W11","3",18,"Plot106_18","Stems >=10 cm DBH","Quercus frainetto",10.9,0.009331315579325082
132,"Plot106","f","Stratum-W11-2","W11","3",19,"Plot106_19","Stems >=10 cm DBH","Quercus frainetto",14,0.015393804002589986
119,"Plot106","f","Stratum-W11-2","W11","1",6,"Plot106_6","Stems >=10 cm DBH","Quercus petraea",17.8,0.024884555409084755
3356,"Plot106","f","Stratum-W11-2","W11","2",10,"Plot106_10","Stems >=10 cm DBH","Quercus frainetto",11.2,0.00985203456165759
3357,"Plot106","f","Stratum-W11-2","W11","3",16,"Plot106_16","Stems 2.5-10 cm DBH","Sorbus domestica",6.8,0.0036316811075498
127,"Plot106","f","Stratum-W11-2","W11","3",14,"Plot106_14","Stems >=10 cm DBH","Quercus frainetto",10.1,0.008011846664817369
128,"Plot106","f","Stratum-W11-2","W11","3",15,"Plot106_15","Stems 2.5-10 cm DBH","Acer campestre",4.1,0.0013202543126711104
114,"Plot106","f","Stratum-W11-2","W11","1",1,"Plot106_1","Stems >=10 cm DBH","Quercus frainetto",10.8,0.009160884177867838
115,"Plot106","f","Stratum-W11-2","W11","1",2,"Plot106_2","Stems >=10 cm DBH","Quercus frainetto",11,0.009503317777109124
117,"Plot106","f","Stratum-W11-2","W11","1",4,"Plot106_4","Stems >=10 cm DBH","Quercus frainetto",24.2,0.04599605804120816
118,"Plot106","f","Stratum-W11-2","W11","1",5,"Plot106_5","Stems >=10 cm DBH","Quercus frainetto",11.1,0.00967689077121996
4080,"Plot106","f","Stratum-W11-2","W11","3",16,"Plot106_16","Stems 2.5-10 cm DBH","Sorbus domestica",3.8,0.0011341149479459152
3355,"Plot106","f","Stratum-W11-2","W11","2",9,"Plot106_9","Stems >=10 cm DBH","Quercus frainetto",12.2,0.011689866264007618
4474,"Plot106","f","Stratum-W11-2","W11","3",16,"Plot106_16","Stems 2.5-10 cm DBH","Sorbus domestica",3.4,9.0792027688745e-4
116,"Plot106","f","Stratum-W11-2","W11","1",3,"Plot106_3","Stems >=10 cm DBH","Quercus frainetto",16.8,0.02216707776372958
4089,"Plot107","f","Stratum-W11-2","W11","3",20,"Plot107_20","Stems 2.5-10 cm DBH","Quercus frainetto",7,0.0038484510006474965
3361,"Plot107","f","Stratum-W11-2","W11","1",4,"Plot107_4","Stems 2.5-10 cm DBH","Carpinus orientalis",3.2,8.042477193189871e-4
4087,"Plot107","f","Stratum-W11-2","W11","2",10,"Plot107_10","Stems 2.5-10 cm DBH","Fraxinus ornus",4.2,0.0013854423602330987
4088,"Plot107","f","Stratum-W11-2","W11","2",12,"Plot107_12","Stems 2.5-10 cm DBH","Quercus petraea",5.8,0.002642079421669016
3368,"Plot107","f","Stratum-W11-2","W11","2",12,"Plot107_12","Stems 2.5-10 cm DBH","Quercus petraea",8.9,0.006221138852271189
137,"Plot107","f","Stratum-W11-2","W11","1",5,"Plot107_5","Stems 2.5-10 cm DBH","Carpinus orientalis",2.5,4.908738521234052e-4
134,"Plot107","f","Stratum-W11-2","W11","1",2,"Plot107_2","Stems 2.5-10 cm DBH","Fraxinus ornus",4.2,0.0013854423602330987
