"plotCode","focalOrBenchmark","landCover","vegClass","species","cover"
"Plot145","f","Stratum-W17-1","W17","Anthoxanthum odoratum",0.095
"Plot145","f","Stratum-W17-1","W17","Bromus hordeaceus",0.0075
"Plot145","f","Stratum-W17-1","W17","Chrysopogon gryllus",0.0225
"Plot145","f","Stratum-W17-1","W17","Cynosurus echinatus",0.0075
"Plot145","f","Stratum-W17-1","W17","Dactylis glomerata",0.0225
"Plot145","f","Stratum-W17-1","W17","Dianthus cruentus",0.0225
"Plot145","f","Stratum-W17-1","W17","Eryngium campestre",0.0025
"Plot145","f","Stratum-W17-1","W17","Euphorbia cyparissias",0.00875
"Plot145","f","Stratum-W17-1","W17","Festuca valesiaca",0.14
"Plot145","f","Stratum-W17-1","W17","Hypericum perforatum",0.0025
"Plot145","f","Stratum-W17-1","W17","Lathyrus nissolia",0.00125
"Plot145","f","Stratum-W17-1","W17","Linaria pelisseriana",0.0075
"Plot145","f","Stratum-W17-1","W17","Myosotis ramosissima",0.0075
"Plot145","f","Stratum-W17-1","W17","Ornithogalum sp.",0.00125
"Plot145","f","Stratum-W17-1","W17","Ornithopus compressus",0.00125
"Plot145","f","Stratum-W17-1","W17","Phleum pratense",0.0025
"Plot145","f","Stratum-W17-1","W17","Phlomis samia",0.15625
